area_name_en,forecast_quarter,forecast_price,yhat_lower,yhat_upper,growth_factor,growth_factor_lower,growth_factor_upper,past_quarter,past_median_price,actual_median,predicted_median
Al Barsha South Fifth,2025Q2,11751.311281224624,7138.053746678032,16364.568815771214,0.8718164525754611,0.5295641096380952,1.2140687955128269,2022Q3,7891.37,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q3,12564.724501453647,8575.188069536815,16554.260933370482,0.9321626566004598,0.6361834746812968,1.228141838519623,2022Q4,11069.43,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q4,12102.708838284849,7632.822892560072,16572.59478400962,0.8978862386877052,0.566270471275868,1.2295020060995423,2022Q4,11069.43,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q1,11869.26452635562,7284.802469604838,16453.726583106403,0.8805672700186319,0.5404512309116535,1.2206833091256102,2022Q4,11069.43,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q2,11751.311281224624,7138.053746678032,16364.568815771214,0.8718164525754611,0.5295641096380952,1.2140687955128269,2022Q4,11069.43,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q3,12564.724501453647,8575.188069536815,16554.260933370482,0.9321626566004598,0.6361834746812968,1.228141838519623,2023Q1,11494.24,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q4,12102.708838284849,7632.822892560072,16572.59478400962,0.8978862386877052,0.566270471275868,1.2295020060995423,2023Q1,11494.24,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q1,11869.26452635562,7284.802469604838,16453.726583106403,0.8805672700186319,0.5404512309116535,1.2206833091256102,2023Q1,11494.24,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q2,11751.311281224624,7138.053746678032,16364.568815771214,0.8718164525754611,0.5295641096380952,1.2140687955128269,2023Q1,11494.24,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q3,12564.724501453647,8575.188069536815,16554.260933370482,0.9321626566004598,0.6361834746812968,1.228141838519623,2023Q2,11290.8,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q4,12102.708838284849,7632.822892560072,16572.59478400962,0.8978862386877052,0.566270471275868,1.2295020060995423,2023Q2,11290.8,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q1,11869.26452635562,7284.802469604838,16453.726583106403,0.8805672700186319,0.5404512309116535,1.2206833091256102,2023Q2,11290.8,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q2,11751.311281224624,7138.053746678032,16364.568815771214,0.8718164525754611,0.5295641096380952,1.2140687955128269,2023Q2,11290.8,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q3,12564.724501453647,8575.188069536815,16554.260933370482,0.9321626566004598,0.6361834746812968,1.228141838519623,2023Q3,18272.47,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q4,12102.708838284849,7632.822892560072,16572.59478400962,0.8978862386877052,0.566270471275868,1.2295020060995423,2023Q3,18272.47,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q1,11869.26452635562,7284.802469604838,16453.726583106403,0.8805672700186319,0.5404512309116535,1.2206833091256102,2023Q3,18272.47,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q2,11751.311281224624,7138.053746678032,16364.568815771214,0.8718164525754611,0.5295641096380952,1.2140687955128269,2023Q3,18272.47,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q3,12564.724501453647,8575.188069536815,16554.260933370482,0.9321626566004598,0.6361834746812968,1.228141838519623,2023Q4,14444.07,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q4,12102.708838284849,7632.822892560072,16572.59478400962,0.8978862386877052,0.566270471275868,1.2295020060995423,2023Q4,14444.07,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q1,11869.26452635562,7284.802469604838,16453.726583106403,0.8805672700186319,0.5404512309116535,1.2206833091256102,2023Q4,14444.07,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q2,11751.311281224624,7138.053746678032,16364.568815771214,0.8718164525754611,0.5295641096380952,1.2140687955128269,2023Q4,14444.07,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q3,12564.724501453647,8575.188069536815,16554.260933370482,0.9321626566004598,0.6361834746812968,1.228141838519623,2024Q1,13663.154999999999,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q4,12102.708838284849,7632.822892560072,16572.59478400962,0.8978862386877052,0.566270471275868,1.2295020060995423,2024Q1,13663.154999999999,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q1,11869.26452635562,7284.802469604838,16453.726583106403,0.8805672700186319,0.5404512309116535,1.2206833091256102,2024Q1,13663.154999999999,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q2,11751.311281224624,7138.053746678032,16364.568815771214,0.8718164525754611,0.5295641096380952,1.2140687955128269,2024Q1,13663.154999999999,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q3,12564.724501453647,8575.188069536815,16554.260933370482,0.9321626566004598,0.6361834746812968,1.228141838519623,2024Q2,14170.54,15209.4,13013.034255359444
Al Barsha South Fifth,2024Q4,12102.708838284849,7632.822892560072,16572.59478400962,0.8978862386877052,0.566270471275868,1.2295020060995423,2024Q2,14170.54,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q1,11869.26452635562,7284.802469604838,16453.726583106403,0.8805672700186319,0.5404512309116535,1.2206833091256102,2024Q2,14170.54,15209.4,13013.034255359444
Al Barsha South Fifth,2025Q2,11751.311281224624,7138.053746678032,16364.568815771214,0.8718164525754611,0.5295641096380952,1.2140687955128269,2024Q2,14170.54,15209.4,13013.034255359444
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2022Q1,9450.38,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2022Q1,9450.38,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2022Q1,9450.38,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2022Q1,9450.38,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2022Q2,10107.82,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2022Q2,10107.82,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2022Q2,10107.82,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2022Q2,10107.82,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2022Q3,10149.265,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2022Q3,10149.265,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2022Q3,10149.265,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2022Q3,10149.265,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2022Q4,9633.275000000001,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2022Q4,9633.275000000001,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2022Q4,9633.275000000001,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2022Q4,9633.275000000001,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2023Q1,11273.81,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2023Q1,11273.81,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2023Q1,11273.81,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2023Q1,11273.81,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2023Q2,11381.724999999999,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2023Q2,11381.724999999999,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2023Q2,11381.724999999999,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2023Q2,11381.724999999999,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2023Q3,12497.815,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2023Q3,12497.815,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2023Q3,12497.815,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2023Q3,12497.815,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2023Q4,12999.49,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2023Q4,12999.49,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2023Q4,12999.49,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2023Q4,12999.49,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2024Q1,13230.3,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2024Q1,13230.3,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2024Q1,13230.3,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2024Q1,13230.3,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q3,13613.330744335031,12785.888337489712,14440.77315118035,1.0325474699259194,0.9697874018909104,1.0953075379609285,2024Q2,13297.2,13530.95,11711.691061774673
Al Barsha South Fourth,2024Q4,13961.383995414106,12965.602369752352,14957.16562107586,1.058946703923135,0.9834183988018018,1.1344750090444682,2024Q2,13297.2,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q1,14336.224432681503,13150.143814534642,15522.305050828363,1.0873776994227071,0.9974155465597612,1.1773398522856533,2024Q2,13297.2,13530.95,11711.691061774673
Al Barsha South Fourth,2025Q2,14702.212709055108,13366.397477678183,16038.02794043203,1.1151372739081336,1.0138180109481325,1.2164565368681346,2024Q2,13297.2,13530.95,11711.691061774673
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2022Q1,12275.86,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2022Q1,12275.86,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2022Q1,12275.86,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2022Q1,12275.86,14020.41,12183.746465557588
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2022Q2,12285.76,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2022Q2,12285.76,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2022Q2,12285.76,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2022Q2,12285.76,14020.41,12183.746465557588
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2022Q3,12115.69,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2022Q3,12115.69,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2022Q3,12115.69,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2022Q3,12115.69,14020.41,12183.746465557588
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2022Q4,10598.779999999999,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2022Q4,10598.779999999999,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2022Q4,10598.779999999999,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2022Q4,10598.779999999999,14020.41,12183.746465557588
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2023Q1,11071.150000000001,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2023Q1,11071.150000000001,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2023Q1,11071.150000000001,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2023Q1,11071.150000000001,14020.41,12183.746465557588
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2023Q2,13828.98,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2023Q2,13828.98,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2023Q2,13828.98,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2023Q2,13828.98,14020.41,12183.746465557588
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2023Q3,14505.77,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2023Q3,14505.77,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2023Q3,14505.77,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2023Q3,14505.77,14020.41,12183.746465557588
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2023Q4,12263.34,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2023Q4,12263.34,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2023Q4,12263.34,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2023Q4,12263.34,14020.41,12183.746465557588
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2024Q1,13332.97,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2024Q1,13332.97,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2024Q1,13332.97,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2024Q1,13332.97,14020.41,12183.746465557588
Al Barshaa South Third,2024Q3,13430.09043859649,11424.28468077054,15435.89619642244,1.0,0.8506483804411694,1.1493516195588305,2024Q2,13928.91,14020.41,12183.746465557588
Al Barshaa South Third,2024Q4,13430.09043859649,10593.452732392989,16266.728144799992,1.0,0.788784914057515,1.2112150859424848,2024Q2,13928.91,14020.41,12183.746465557588
Al Barshaa South Third,2025Q1,13430.09043859649,9955.932955927748,16904.247921265232,1.0,0.7413154067314077,1.2586845932685922,2024Q2,13928.91,14020.41,12183.746465557588
Al Barshaa South Third,2025Q2,13430.09043859649,9418.478922944589,17441.70195424839,1.0,0.7012967608823389,1.2987032391176612,2024Q2,13928.91,14020.41,12183.746465557588
Al Hebiah Fourth,2024Q3,11766.22222564353,9504.19068796378,14028.253763323282,0.9569667029515172,0.7729918619980651,1.1409415439049695,2022Q1,6572.094999999999,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q4,11505.732427341944,7208.730108420086,15802.734746263804,0.9357806282154914,0.5862981806758119,1.2852630757551708,2022Q1,6572.094999999999,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q1,11251.009555222608,5662.877403652075,16839.14170679314,0.9150635873145364,0.4605713723799045,1.369555802249168,2022Q1,6572.094999999999,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q2,11001.925936578917,4411.679029445384,17592.172843712448,0.8948051964120433,0.358809297863469,1.4308010949606178,2022Q1,6572.094999999999,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q3,11766.22222564353,9504.19068796378,14028.253763323282,0.9569667029515172,0.7729918619980651,1.1409415439049695,2022Q2,5993.725,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q4,11505.732427341944,7208.730108420086,15802.734746263804,0.9357806282154914,0.5862981806758119,1.2852630757551708,2022Q2,5993.725,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q1,11251.009555222608,5662.877403652075,16839.14170679314,0.9150635873145364,0.4605713723799045,1.369555802249168,2022Q2,5993.725,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q2,11001.925936578917,4411.679029445384,17592.172843712448,0.8948051964120433,0.358809297863469,1.4308010949606178,2022Q2,5993.725,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q3,11766.22222564353,9504.19068796378,14028.253763323282,0.9569667029515172,0.7729918619980651,1.1409415439049695,2022Q3,6286.56,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q4,11505.732427341944,7208.730108420086,15802.734746263804,0.9357806282154914,0.5862981806758119,1.2852630757551708,2022Q3,6286.56,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q1,11251.009555222608,5662.877403652075,16839.14170679314,0.9150635873145364,0.4605713723799045,1.369555802249168,2022Q3,6286.56,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q2,11001.925936578917,4411.679029445384,17592.172843712448,0.8948051964120433,0.358809297863469,1.4308010949606178,2022Q3,6286.56,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q3,11766.22222564353,9504.19068796378,14028.253763323282,0.9569667029515172,0.7729918619980651,1.1409415439049695,2022Q4,6312.005,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q4,11505.732427341944,7208.730108420086,15802.734746263804,0.9357806282154914,0.5862981806758119,1.2852630757551708,2022Q4,6312.005,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q1,11251.009555222608,5662.877403652075,16839.14170679314,0.9150635873145364,0.4605713723799045,1.369555802249168,2022Q4,6312.005,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q2,11001.925936578917,4411.679029445384,17592.172843712448,0.8948051964120433,0.358809297863469,1.4308010949606178,2022Q4,6312.005,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q3,11766.22222564353,9504.19068796378,14028.253763323282,0.9569667029515172,0.7729918619980651,1.1409415439049695,2023Q1,6472.49,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q4,11505.732427341944,7208.730108420086,15802.734746263804,0.9357806282154914,0.5862981806758119,1.2852630757551708,2023Q1,6472.49,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q1,11251.009555222608,5662.877403652075,16839.14170679314,0.9150635873145364,0.4605713723799045,1.369555802249168,2023Q1,6472.49,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q2,11001.925936578917,4411.679029445384,17592.172843712448,0.8948051964120433,0.358809297863469,1.4308010949606178,2023Q1,6472.49,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q3,11766.22222564353,9504.19068796378,14028.253763323282,0.9569667029515172,0.7729918619980651,1.1409415439049695,2023Q2,6873.18,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q4,11505.732427341944,7208.730108420086,15802.734746263804,0.9357806282154914,0.5862981806758119,1.2852630757551708,2023Q2,6873.18,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q1,11251.009555222608,5662.877403652075,16839.14170679314,0.9150635873145364,0.4605713723799045,1.369555802249168,2023Q2,6873.18,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q2,11001.925936578917,4411.679029445384,17592.172843712448,0.8948051964120433,0.358809297863469,1.4308010949606178,2023Q2,6873.18,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q3,11766.22222564353,9504.19068796378,14028.253763323282,0.9569667029515172,0.7729918619980651,1.1409415439049695,2023Q3,7963.73,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q4,11505.732427341944,7208.730108420086,15802.734746263804,0.9357806282154914,0.5862981806758119,1.2852630757551708,2023Q3,7963.73,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q1,11251.009555222608,5662.877403652075,16839.14170679314,0.9150635873145364,0.4605713723799045,1.369555802249168,2023Q3,7963.73,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q2,11001.925936578917,4411.679029445384,17592.172843712448,0.8948051964120433,0.358809297863469,1.4308010949606178,2023Q3,7963.73,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q3,11766.22222564353,9504.19068796378,14028.253763323282,0.9569667029515172,0.7729918619980651,1.1409415439049695,2023Q4,8433.61,9684.61,9030.025685010682
Al Hebiah Fourth,2024Q4,11505.732427341944,7208.730108420086,15802.734746263804,0.9357806282154914,0.5862981806758119,1.2852630757551708,2023Q4,8433.61,9684.61,9030.025685010682
Al Hebiah Fourth,2025Q1,11251.009555222608,5662.877403652075,16839.14170679314,0.9150635873145364,0.4605713723799045,1.369555802249168,2023Q4,8433.61,9684.61,9030.025685010682
