,meter_sale_price,procedure_area,rooms_en,floor_bin,swimming_pool,balcony,elevator,metro,has_parking,area_name_en
860,22887.26,98.74,2 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
861,19990.25,61.53,1 B/R,11-20,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
862,23877.91,69.39,1 B/R,11-20,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
863,13075.31,47.8,1 B/R,1-10,1,1,1,1,1,Jabal Ali First
864,8090.56,131.63,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
865,10267.82,137.03,2 B/R,Below 1st floor,1,1,1,1,1,Jabal Ali First
866,8258.55,144.48,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
867,13582.86,66.26,1 B/R,1-10,1,1,1,0,1,Jabal Ali First
868,14566.4,103.32,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
869,17060.55,80.99,1 B/R,1-10,1,1,1,0,1,Jabal Ali First
870,12311.0,111.77,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
871,11423.38,70.45,2 B/R,1-10,0,1,1,1,1,Jabal Ali First
872,11625.04,71.29,1 B/R,1-10,1,1,1,1,1,Jabal Ali First
873,10409.61,77.39,1 B/R,1-10,1,1,1,1,1,Jabal Ali First
874,15074.78,117.68,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
875,15544.14,65.7,1 B/R,1-10,1,1,1,1,1,Jabal Ali First
876,10494.81,40.06,Studio,Below 1st floor,1,1,1,1,1,Jabal Ali First
877,13075.31,38.24,Studio,1-10,1,1,1,1,1,Jabal Ali First
878,9687.58,144.48,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
879,14728.48,39.04,Studio,1-10,1,1,1,1,1,Jabal Ali First
880,12030.63,121.44,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
881,14046.38,113.41,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
882,13177.97,72.09,1 B/R,Below 1st floor,1,1,0,0,1,Jabal Ali First
883,10830.04,35.42,Studio,1-10,1,1,1,1,1,Jabal Ali First
884,13134.1,38.18,Studio,1-10,1,1,1,1,1,Jabal Ali First
885,12181.24,37.52,Studio,1-10,1,1,1,1,1,Jabal Ali First
886,13118.68,105.72,2 B/R,1-10,1,1,1,0,1,Jabal Ali First
887,8215.07,144.48,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
888,7776.4,145.54,2 B/R,11-20,1,1,1,1,1,Jabal Ali First
889,9736.47,77.03,1 B/R,1-10,1,1,1,1,1,Jabal Ali First
890,10274.69,95.38,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
891,13479.59,91.48,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
892,9728.14,37.52,Studio,1-10,1,1,1,1,1,Jabal Ali First
893,12283.53,124.15,2 B/R,Below 1st floor,1,1,1,1,1,Jabal Ali First
894,6623.87,98.13,1 B/R,1-10,1,1,1,1,1,Jabal Ali First
895,13402.25,109.31,2 B/R,1-10,0,1,1,1,1,Jabal Ali First
896,13438.74,63.25,1 B/R,Below 1st floor,1,1,1,1,1,Jabal Ali First
897,11395.8,137.77,2 B/R,Below 1st floor,1,1,1,1,1,Jabal Ali First
898,12572.03,38.18,Studio,1-10,1,1,1,1,1,Jabal Ali First
899,10669.8,36.23,Studio,1-10,1,1,1,1,1,Jabal Ali First
900,6037.35,70.66,2 B/R,1-10,0,1,1,1,1,Jabal Ali First
901,13777.52,157.14,3 B/R,1-10,1,1,1,1,1,Jabal Ali First
902,7260.11,135.13,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
903,9231.81,133.56,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
904,11496.54,37.78,Studio,11-20,1,1,1,1,1,Jabal Ali First
905,10780.79,112.56,2 B/R,1-10,1,1,1,1,1,Jabal Ali First
906,15014.87,64.54,1 B/R,1-10,1,1,1,1,1,Jabal Ali First
907,7855.82,86.56,1 B/R,1-10,0,0,1,1,0,Jabal Ali First
908,11517.97,133.27,2 B/R,Below 1st floor,1,1,1,0,1,Jabal Ali First
909,11655.01,38.61,Studio,1-10,1,1,1,1,1,Jabal Ali First
910,14390.52,141.76,3 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
911,14833.93,44.56,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
912,13774.12,58.58,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
913,6675.45,113.85,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
914,12370.84,64.74,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
915,8415.84,86.86,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
916,14881.98,93.73,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
917,10814.15,87.93,2 B/R,Below 1st floor,1,1,1,0,1,Al Yelayiss 2
918,8949.3,87.34,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
919,14956.98,32.82,Studio,Below 1st floor,1,1,1,0,1,Al Yelayiss 2
920,9359.21,160.27,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
921,9002.45,90.49,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
922,11792.45,29.68,Studio,1-10,1,0,1,0,1,Al Yelayiss 2
923,5315.92,63.18,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
924,12605.34,141.21,3 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
925,17735.5,92.52,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
926,11601.66,62.74,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
927,10408.38,83.96,2 B/R,Below 1st floor,1,1,1,0,1,Al Yelayiss 2
928,8981.28,101.5,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
929,7982.97,56.37,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
930,13180.35,88.76,2 B/R,11-20,1,1,1,0,1,Al Yelayiss 2
931,15548.64,61.22,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
932,11851.15,84.38,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
933,12225.08,44.86,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
934,12829.05,95.01,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
935,11075.22,65.01,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
936,11216.2,164.94,3 B/R,11-20,1,1,1,0,1,Al Yelayiss 2
937,13354.73,44.62,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
938,12317.7,50.74,1 B/R,1-10,1,0,1,0,1,Al Yelayiss 2
939,9992.14,89.07,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
940,7630.16,89.12,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
941,8054.82,83.18,2 B/R,1-10,0,1,1,0,1,Al Yelayiss 2
942,14020.27,59.2,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
943,16596.02,88.87,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
944,14274.39,63.05,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
945,11995.37,60.44,1 B/R,1-10,1,0,1,0,1,Al Yelayiss 2
946,8801.71,79.53,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
947,8902.71,93.23,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
948,13531.64,57.93,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
949,7791.02,87.28,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
950,11613.09,57.77,1 B/R,Below 1st floor,1,1,1,0,1,Al Yelayiss 2
951,15383.49,31.26,Studio,Below 1st floor,1,1,1,0,1,Al Yelayiss 2
952,12533.25,94.38,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
953,12469.51,110.26,2 B/R,11-20,1,1,1,0,1,Al Yelayiss 2
954,11583.01,90.65,2 B/R,11-20,1,1,1,0,1,Al Yelayiss 2
955,12951.6,58.68,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
956,11515.57,86.7,2 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
957,12974.45,74.06,1 B/R,1-10,1,1,1,0,1,Al Yelayiss 2
958,12583.35,70.49,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
959,9250.69,108.1,2 B/R,1-10,1,1,1,1,1,Me'Aisem First
960,12450.2,60.24,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
961,12634.53,66.83,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
962,11156.28,127.91,2 B/R,1-10,0,1,1,1,1,Me'Aisem First
963,10694.21,83.26,1 B/R,1-10,0,1,1,1,1,Me'Aisem First
964,4799.26,57.98,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
965,14057.69,75.57,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
966,12805.33,39.78,Studio,Below 1st floor,1,1,1,1,1,Me'Aisem First
967,11555.98,60.8,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
968,12806.79,57.68,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
969,12278.34,79.2,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
970,10800.43,83.33,1 B/R,1-10,0,1,1,1,1,Me'Aisem First
971,3877.47,128.95,2 B/R,21-30,1,1,0,1,1,Me'Aisem First
972,8689.36,69.05,1 B/R,11-20,1,0,0,1,1,Me'Aisem First
973,16681.56,167.85,3 B/R,1-10,1,1,0,1,1,Me'Aisem First
974,5802.36,55.15,1 B/R,11-20,1,1,0,1,1,Me'Aisem First
975,10491.51,167.85,3 B/R,1-10,0,1,1,1,1,Me'Aisem First
976,13111.11,135.0,2 B/R,1-10,1,1,0,1,1,Me'Aisem First
977,12391.13,112.98,2 B/R,1-10,1,1,1,1,1,Me'Aisem First
978,8312.36,61.57,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
979,15404.36,38.95,Studio,1-10,1,1,1,1,0,Me'Aisem First
980,18543.85,40.25,Studio,1-10,1,1,1,1,1,Me'Aisem First
981,8521.26,58.09,1 B/R,1-10,1,1,0,1,1,Me'Aisem First
982,12607.16,39.66,Studio,11-20,1,1,1,1,1,Me'Aisem First
983,4756.5,116.59,2 B/R,1-10,1,1,0,1,0,Me'Aisem First
984,7443.34,119.57,2 B/R,11-20,1,1,0,1,1,Me'Aisem First
985,6267.94,66.21,1 B/R,1-10,1,1,0,1,1,Me'Aisem First
986,11018.42,60.8,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
987,13151.47,72.06,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
988,15603.33,57.68,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
989,16106.72,74.35,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
990,13907.51,65.37,1 B/R,Below 1st floor,1,1,0,1,1,Me'Aisem First
991,6101.45,109.81,1 B/R,1-10,1,1,0,1,1,Me'Aisem First
992,8459.82,40.19,Studio,11-20,1,1,1,1,1,Me'Aisem First
993,13607.31,113.22,2 B/R,1-10,1,1,1,1,1,Me'Aisem First
994,13028.47,57.68,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
995,15642.78,35.16,Studio,11-20,1,1,1,0,1,Me'Aisem First
996,4335.63,46.36,Studio,1-10,1,1,0,1,0,Me'Aisem First
997,17616.26,39.12,Studio,1-10,1,1,1,1,1,Me'Aisem First
998,3869.3,34.89,Studio,1-10,1,1,0,1,1,Me'Aisem First
999,5466.18,118.73,2 B/R,1-10,1,1,0,1,1,Me'Aisem First
1000,8177.41,57.72,1 B/R,11-20,1,1,1,1,1,Me'Aisem First
1001,14741.69,67.36,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
1002,13773.48,107.94,2 B/R,1-10,1,1,1,1,1,Me'Aisem First
1003,13800.55,83.33,1 B/R,1-10,0,1,1,1,1,Me'Aisem First
1004,5416.25,130.57,2 B/R,11-20,1,1,0,1,1,Me'Aisem First
1005,19044.83,38.66,Studio,11-20,1,1,1,1,1,Me'Aisem First
1006,15207.84,59.18,1 B/R,1-10,1,1,1,1,1,Me'Aisem First
