,meter_sale_price,procedure_area,rooms_en,floor_bin,swimming_pool,balcony,elevator,metro,has_parking,area_name_en
534,6103.76,49.15,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth
535,15057.4,99.56,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth
536,4329.75,115.48,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth
537,19390.95,37.84,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth
538,12827.09,92.14,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth
539,7908.39,79.03,1 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth
540,6612.84,71.83,1 B/R,1-10,1,1,1,0,1,Nadd Hessa
541,6374.21,83.26,2 B/R,1-10,1,1,1,0,1,Nadd Hessa
542,11601.77,71.61,1 B/R,11-20,1,1,1,0,1,Nadd Hessa
543,9711.95,45.86,Studio,1-10,1,1,1,0,1,Nadd Hessa
544,9581.23,121.07,2 B/R,1-10,1,1,1,0,1,Nadd Hessa
545,19385.9,58.59,1 B/R,21-30,1,1,1,0,1,Nadd Hessa
546,6883.48,73.51,1 B/R,1-10,1,1,0,0,1,Nadd Hessa
547,4659.77,78.33,1 B/R,1-10,1,1,0,0,1,Nadd Hessa
548,7614.21,49.25,Studio,1-10,1,1,1,0,1,Nadd Hessa
549,11374.41,42.2,Studio,1-10,1,1,1,0,1,Nadd Hessa
550,9823.02,41.88,Studio,1-10,1,1,1,0,1,Nadd Hessa
551,7436.05,67.24,1 B/R,1-10,1,1,0,0,1,Nadd Hessa
552,10961.91,72.98,1 B/R,1-10,1,1,1,0,1,Nadd Hessa
553,6453.19,143.34,3 B/R,1-10,1,1,0,0,1,Nadd Hessa
554,5602.28,80.86,1 B/R,1-10,1,1,0,0,1,Nadd Hessa
555,4555.01,71.35,1 B/R,1-10,1,1,0,0,1,Nadd Hessa
556,20695.54,52.42,1 B/R,11-20,1,1,1,0,1,Nadd Hessa
557,8144.09,63.85,1 B/R,1-10,1,1,1,0,1,Nadd Hessa
558,11696.62,71.62,1 B/R,11-20,1,1,1,0,1,Nadd Hessa
559,7973.17,41.74,Studio,1-10,1,1,1,0,1,Nadd Hessa
560,6169.51,72.25,1 B/R,21-30,1,1,0,0,1,Nadd Hessa
561,7347.94,73.49,1 B/R,1-10,1,0,0,0,1,Nadd Hessa
562,6213.94,154.25,3 B/R,1-10,1,1,1,0,1,Nadd Hessa
563,19056.95,76.56,2 B/R,1-10,1,1,1,0,1,Nadd Hessa
564,10975.11,112.21,2 B/R,1-10,1,1,1,0,1,Nadd Hessa
565,5998.4,75.02,1 B/R,1-10,1,1,1,0,1,Nadd Hessa
566,5787.48,129.59,2 B/R,1-10,1,1,0,0,1,Nadd Hessa
567,5657.71,35.35,1 B/R,Below 1st floor,1,1,0,0,1,Nadd Hessa
568,15757.68,114.23,2 B/R,1-10,1,1,1,0,1,Nadd Hessa
569,7481.42,78.06,1 B/R,1-10,1,1,1,0,1,Nadd Hessa
570,9845.29,28.44,Studio,1-10,1,0,0,0,1,Nadd Hessa
571,11821.55,74.85,1 B/R,1-10,1,1,1,0,1,Nadd Hessa
572,11600.0,135.68,2 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
573,7209.96,45.77,Studio,1-10,1,0,0,1,1,Al Barshaa South Third
574,12515.07,68.03,1 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
575,12779.65,66.03,1 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
576,16727.27,71.5,1 B/R,11-20,1,1,1,1,1,Al Barshaa South Third
577,14045.08,80.74,1 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
578,7354.42,149.57,2 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
579,14689.67,41.73,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
580,8247.42,43.65,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
581,16975.61,40.18,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
582,12674.63,39.37,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
583,14976.29,120.19,2 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
584,15012.36,77.16,1 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
585,17502.14,70.22,1 B/R,11-20,1,1,1,1,1,Al Barshaa South Third
586,14573.5,45.28,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
587,11216.35,40.12,Studio,11-20,1,1,1,1,1,Al Barshaa South Third
588,12870.92,80.88,1 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
589,11511.51,39.96,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
590,13995.6,85.17,1 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
591,15086.9,114.94,2 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
592,16005.7,42.11,Studio,11-20,1,1,1,1,1,Al Barshaa South Third
593,15391.09,36.59,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
594,17467.56,70.13,1 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
595,10232.42,97.05,1 B/R,1-10,0,1,1,1,1,Al Barshaa South Third
596,14425.31,42.98,Studio,Below 1st floor,1,1,1,1,1,Al Barshaa South Third
597,15618.46,42.04,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
598,13839.04,108.67,2 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
599,9189.65,104.64,2 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
600,11023.62,44.45,Studio,1-10,1,1,0,1,1,Al Barshaa South Third
601,14535.53,52.55,1 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
602,8714.88,51.5,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
603,11203.75,38.38,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
604,16094.36,44.17,Studio,11-20,1,1,1,1,1,Al Barshaa South Third
605,11428.57,113.75,2 B/R,1-10,1,1,1,1,1,Al Barshaa South Third
606,9036.14,36.52,Studio,1-10,1,1,1,1,1,Al Barshaa South Third
607,18221.47,40.11,Studio,11-20,1,1,1,1,1,Al Barshaa South Third
608,14183.6,91.56,2 B/R,11-20,1,1,1,1,1,Al Barshaa South Third
609,15536.5,71.18,1 B/R,21-30,1,1,1,1,1,Al Barshaa South Third
610,18014.67,44.18,Studio,11-20,1,1,1,1,1,Al Barshaa South Third
611,6321.84,43.5,Studio,1-10,0,1,1,1,0,Al Warsan First
612,5777.78,45.0,Studio,1-10,0,1,1,1,0,Al Warsan First
613,4402.99,67.0,1 B/R,1-10,0,0,1,1,0,Al Warsan First
614,4347.83,46.0,Studio,1-10,0,1,1,1,0,Al Warsan First
615,4036.35,109.35,1 B/R,1-10,1,1,0,1,1,Al Warsan First
616,5223.88,67.0,1 B/R,1-10,0,0,1,1,0,Al Warsan First
617,3697.68,67.61,1 B/R,Below 1st floor,0,1,1,1,0,Al Warsan First
618,5555.56,45.0,Studio,1-10,0,1,1,1,0,Al Warsan First
619,4310.24,67.0,1 B/R,1-10,0,0,1,1,0,Al Warsan First
620,8760.29,37.67,Studio,1-10,1,1,1,1,1,Al Warsan First
621,5797.1,69.0,1 B/R,1-10,0,1,1,1,0,Al Warsan First
622,4148.77,79.18,1 B/R,1-10,0,1,1,1,0,Al Warsan First
623,5072.46,69.0,1 B/R,1-10,0,1,1,1,0,Al Warsan First
624,6222.22,45.0,Studio,1-10,0,1,1,1,0,Al Warsan First
625,4552.24,67.0,1 B/R,1-10,0,0,1,1,0,Al Warsan First
626,4444.44,45.0,Studio,1-10,0,1,1,1,0,Al Warsan First
627,9381.34,39.44,Studio,Below 1st floor,1,1,1,1,1,Al Warsan First
628,4897.06,69.11,1 B/R,1-10,0,1,1,1,0,Al Warsan First
629,6490.13,115.56,2 B/R,1-10,1,1,1,1,1,Al Warsan First
630,5169.38,96.53,2 B/R,1-10,1,1,0,1,1,Al Warsan First
631,4647.11,68.86,1 B/R,1-10,0,1,1,1,0,Al Warsan First
632,6555.56,45.0,Studio,1-10,0,1,1,1,0,Al Warsan First
633,5979.53,81.11,1 B/R,1-10,0,1,1,1,1,Al Warsan First
634,4777.78,45.0,Studio,1-10,0,1,1,1,0,Al Warsan First
635,5431.41,64.44,1 B/R,1-10,0,1,1,1,1,Al Warsan First
636,4411.76,68.0,1 B/R,1-10,0,0,1,1,0,Al Warsan First
637,4888.89,45.0,Studio,1-10,0,1,1,1,0,Al Warsan First
638,9050.04,58.95,1 B/R,Below 1st floor,1,1,1,1,1,Al Warsan First
639,5071.43,70.0,1 B/R,1-10,0,0,1,1,0,Al Warsan First
640,5555.56,45.0,Studio,1-10,0,1,1,1,0,Al Warsan First
641,4944.38,105.17,1 B/R,1-10,1,1,0,1,1,Al Warsan First
642,6351.32,82.66,2 B/R,1-10,0,1,1,1,1,Al Warsan First
643,5116.28,43.0,Studio,1-10,0,0,1,1,0,Al Warsan First
644,7309.24,62.25,2 B/R,1-10,0,1,1,1,1,Al Warsan First
645,6243.5,96.1,3 B/R,1-10,1,1,0,1,1,Al Warsan First
646,5537.45,43.0,Studio,1-10,0,0,1,1,0,Al Warsan First
647,7196.71,43.77,Studio,1-10,0,1,1,1,0,Al Warsan First
648,5000.0,44.0,Studio,1-10,0,0,1,1,0,Al Warsan First
649,5466.67,45.0,Studio,1-10,0,1,1,1,0,Al Warsan First
650,19177.13,28.68,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh
651,20380.43,29.44,Studio,1-10,1,1,1,1,1,Al Merkadh
652,18469.48,32.73,Studio,1-10,1,1,1,1,1,Al Merkadh
653,19644.23,88.08,1 B/R,11-20,1,1,1,1,1,Al Merkadh
654,12207.53,108.13,2 B/R,11-20,1,1,1,1,1,Al Merkadh
655,22289.33,69.54,1 B/R,Below 1st floor,0,1,1,1,1,Al Merkadh
656,13205.11,69.67,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
657,15916.51,70.39,1 B/R,1-10,0,1,1,1,1,Al Merkadh
658,22637.59,48.15,1 B/R,1-10,1,1,1,1,1,Al Merkadh
659,21104.9,128.88,2 B/R,1-10,0,1,1,0,1,Al Merkadh
660,20022.25,44.95,1 B/R,1-10,1,1,1,1,1,Al Merkadh
661,13647.83,77.33,1 B/R,Below 1st floor,0,1,1,1,1,Al Merkadh
662,19576.52,51.95,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
663,18298.67,116.87,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
664,19644.11,136.55,2 B/R,31-40,1,1,1,1,1,Al Merkadh
665,15439.77,43.95,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
666,26297.81,131.76,2 B/R,1-10,0,1,1,1,1,Al Merkadh
667,19327.92,45.53,1 B/R,1-10,1,1,1,1,1,Al Merkadh
668,18330.53,36.85,Studio,1-10,1,1,1,1,1,Al Merkadh
669,11452.32,57.15,1 B/R,1-10,1,1,1,1,1,Al Merkadh
670,21149.28,93.68,2 B/R,1-10,1,1,1,1,1,Al Merkadh
671,21566.11,31.16,Studio,1-10,1,1,1,1,1,Al Merkadh
672,18197.91,101.66,2 B/R,1-10,1,1,1,0,1,Al Merkadh
673,18686.13,68.5,2 B/R,1-10,1,1,1,1,1,Al Merkadh
674,14287.76,69.99,1 B/R,1-10,0,1,1,1,1,Al Merkadh
675,22359.82,58.14,1 B/R,11-20,1,1,1,1,1,Al Merkadh
676,18621.97,128.88,2 B/R,1-10,0,1,1,0,1,Al Merkadh
677,14616.02,66.1,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
678,23416.82,49.11,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
679,22122.63,57.57,1 B/R,1-10,1,1,1,1,1,Al Merkadh
680,20338.98,29.5,Studio,1-10,1,1,1,1,1,Al Merkadh
681,18557.64,82.67,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
682,14217.86,71.4,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
683,20674.65,91.9,2 B/R,1-10,1,1,1,0,1,Al Merkadh
684,25206.04,111.87,2 B/R,1-10,1,1,1,0,1,Al Merkadh
685,16332.44,48.37,1 B/R,1-10,1,1,1,1,1,Al Merkadh
686,17010.84,54.63,1 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
687,19336.07,29.22,Studio,Below 1st floor,1,1,1,1,1,Al Merkadh
688,16947.37,82.08,2 B/R,Below 1st floor,1,1,1,1,1,Al Merkadh
689,18742.86,27.3,Studio,1-10,1,1,1,1,1,Al Merkadh
690,25874.78,110.83,2 B/R,11-20,1,1,1,1,1,Madinat Dubai Almelaheyah
691,34203.44,156.94,3 B/R,11-20,0,1,1,0,1,Madinat Dubai Almelaheyah
692,20730.05,74.91,1 B/R,1-10,0,1,1,0,1,Madinat Dubai Almelaheyah
693,19173.81,118.94,2 B/R,31-40,1,1,1,1,1,Madinat Dubai Almelaheyah
694,28858.22,39.85,Studio,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
695,25135.42,114.46,2 B/R,41-50,1,1,1,1,1,Madinat Dubai Almelaheyah
696,27090.69,75.75,1 B/R,21-30,1,1,1,0,1,Madinat Dubai Almelaheyah
697,19649.68,75.93,1 B/R,11-20,1,1,1,1,1,Madinat Dubai Almelaheyah
698,22405.19,149.38,3 B/R,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
699,30859.44,81.97,1 B/R,31-40,1,1,1,0,1,Madinat Dubai Almelaheyah
700,28537.84,76.67,1 B/R,Below 1st floor,1,1,1,0,1,Madinat Dubai Almelaheyah
701,19379.52,107.47,2 B/R,11-20,1,1,1,1,1,Madinat Dubai Almelaheyah
702,27508.44,156.93,3 B/R,31-40,1,1,1,0,1,Madinat Dubai Almelaheyah
703,28975.12,71.13,1 B/R,21-30,1,1,1,0,1,Madinat Dubai Almelaheyah
704,21089.19,122.19,2 B/R,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
705,33807.42,70.31,1 B/R,Below 1st floor,1,1,0,0,1,Madinat Dubai Almelaheyah
706,29256.2,60.5,1 B/R,31-40,1,1,1,0,1,Madinat Dubai Almelaheyah
707,20325.83,119.35,2 B/R,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
708,23872.92,74.85,1 B/R,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
709,23095.31,62.74,1 B/R,41-50,1,1,1,0,1,Madinat Dubai Almelaheyah
710,20843.97,122.62,2 B/R,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
711,25267.37,73.45,1 B/R,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
712,27870.49,135.58,2 B/R,31-40,1,1,1,0,1,Madinat Dubai Almelaheyah
713,28992.2,69.26,1 B/R,31-40,1,1,1,0,1,Madinat Dubai Almelaheyah
714,32802.34,157.15,3 B/R,11-20,0,1,1,0,1,Madinat Dubai Almelaheyah
715,30148.92,71.18,1 B/R,41-50,1,1,1,0,1,Madinat Dubai Almelaheyah
716,22864.15,36.24,Studio,1-10,1,1,1,1,1,Madinat Dubai Almelaheyah
717,19544.54,72.7,1 B/R,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
718,28303.82,77.94,1 B/R,31-40,1,1,1,0,1,Madinat Dubai Almelaheyah
719,29961.06,108.17,2 B/R,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
720,30496.1,39.71,Studio,21-30,1,1,1,0,1,Madinat Dubai Almelaheyah
721,25306.94,72.94,1 B/R,1-10,0,1,1,0,1,Madinat Dubai Almelaheyah
722,28337.86,69.2,1 B/R,11-20,1,1,1,0,1,Madinat Dubai Almelaheyah
723,30622.01,39.71,Studio,21-30,1,1,1,0,1,Madinat Dubai Almelaheyah
724,19339.91,85.31,1 B/R,1-10,0,1,1,0,1,Madinat Dubai Almelaheyah
725,21758.92,175.79,3 B/R,31-40,1,1,1,1,1,Madinat Dubai Almelaheyah
726,24984.1,110.07,2 B/R,11-20,1,1,1,0,1,Madinat Dubai Almelaheyah
727,27948.77,92.92,2 B/R,31-40,1,1,1,1,1,Madinat Dubai Almelaheyah
728,23056.61,126.13,2 B/R,21-30,1,1,1,1,1,Madinat Dubai Almelaheyah
729,29488.79,39.71,Studio,21-30,1,1,1,0,1,Madinat Dubai Almelaheyah
730,26520.58,71.19,1 B/R,1-10,1,1,1,0,1,Madinat Dubai Almelaheyah
731,10646.11,27.24,Studio,Below 1st floor,1,1,1,0,1,Wadi Al Safa 5
732,14064.98,48.22,Studio,Below 1st floor,1,1,1,0,1,Wadi Al Safa 5
733,8073.08,77.24,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
734,13475.59,32.85,Studio,1-10,1,1,1,0,1,Wadi Al Safa 5
735,11947.94,111.23,2 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
736,3970.12,68.18,1 B/R,11-20,1,1,0,0,1,Wadi Al Safa 5
737,7836.85,112.29,2 B/R,1-10,0,1,1,0,1,Wadi Al Safa 5
738,14032.01,73.77,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
739,17467.91,39.73,Studio,1-10,1,1,1,0,1,Wadi Al Safa 5
740,9924.65,54.41,Studio,11-20,1,1,1,0,1,Wadi Al Safa 5
741,10576.96,124.45,2 B/R,Below 1st floor,1,1,1,0,1,Wadi Al Safa 5
742,19534.12,39.71,Studio,21-30,1,1,1,0,1,Wadi Al Safa 5
743,6996.54,98.73,2 B/R,1-10,1,1,0,0,1,Wadi Al Safa 5
744,8877.37,86.85,1 B/R,11-20,1,1,1,0,1,Wadi Al Safa 5
745,12378.49,68.62,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
746,14009.2,73.89,1 B/R,31-40,1,1,1,0,1,Wadi Al Safa 5
747,16440.54,37.91,Studio,1-10,1,1,1,0,1,Wadi Al Safa 5
748,6197.04,48.39,Studio,11-20,1,1,1,0,1,Wadi Al Safa 5
749,6641.97,78.29,1 B/R,1-10,1,1,0,0,1,Wadi Al Safa 5
750,17017.21,39.81,Studio,1-10,1,1,1,0,1,Wadi Al Safa 5
751,7612.42,84.73,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
752,9149.72,103.68,2 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
753,12212.69,86.72,1 B/R,11-20,1,1,1,0,1,Wadi Al Safa 5
754,9846.58,43.67,Studio,1-10,1,1,1,0,1,Wadi Al Safa 5
755,8536.59,41.0,Studio,11-20,1,1,0,0,1,Wadi Al Safa 5
756,10253.49,35.11,Studio,1-10,1,1,1,0,1,Wadi Al Safa 5
757,6268.29,41.0,Studio,11-20,1,1,0,0,1,Wadi Al Safa 5
758,5770.05,84.15,2 B/R,11-20,1,0,1,0,1,Wadi Al Safa 5
759,12952.06,78.36,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
760,7007.71,85.62,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
761,4782.22,78.29,1 B/R,1-10,1,1,0,0,1,Wadi Al Safa 5
762,6797.84,42.85,Studio,11-20,1,0,1,0,1,Wadi Al Safa 5
763,6726.5,42.81,Studio,11-20,1,0,1,0,1,Wadi Al Safa 5
764,12509.53,152.2,2 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
765,17284.59,115.71,2 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
766,6998.7,81.16,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
767,7111.19,119.53,2 B/R,1-10,1,1,0,0,1,Wadi Al Safa 5
768,11753.25,88.44,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
769,14127.98,74.54,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
770,9526.26,47.95,Studio,1-10,1,1,1,0,1,Wadi Al Safa 5
771,6996.53,101.65,2 B/R,1-10,1,0,0,0,1,Wadi Al Safa 5
772,5795.76,86.27,1 B/R,1-10,1,1,1,0,1,Wadi Al Safa 5
773,26210.13,71.16,1 B/R,51-60,1,1,1,0,1,Bukadra
774,28039.97,104.11,2 B/R,41-50,1,1,1,0,1,Bukadra
775,23680.64,84.72,1 B/R,1-10,1,1,1,0,1,Bukadra
776,26909.78,69.0,1 B/R,1-10,1,1,1,0,1,Bukadra
777,26963.52,63.74,1 B/R,41-50,1,1,1,0,1,Bukadra
778,25887.25,66.42,1 B/R,41-50,1,1,1,0,1,Bukadra
779,27071.27,73.24,1 B/R,41-50,1,1,1,0,1,Bukadra
780,26425.39,78.57,1 B/R,61-70,1,1,1,0,1,Bukadra
781,23573.0,81.12,1 B/R,51-60,1,1,1,0,1,Bukadra
782,27717.07,65.95,1 B/R,31-40,1,1,1,0,1,Bukadra
783,25564.31,71.12,1 B/R,21-30,1,1,1,0,1,Bukadra
784,26479.2,63.66,1 B/R,21-30,1,1,1,0,1,Bukadra
785,27178.9,64.3,1 B/R,11-20,1,1,1,0,1,Bukadra
786,26263.78,64.11,1 B/R,11-20,1,1,1,0,1,Bukadra
787,28147.75,73.97,1 B/R,11-20,0,1,1,0,1,Bukadra
788,25618.17,102.43,2 B/R,11-20,1,1,1,0,1,Bukadra
789,21798.54,75.41,1 B/R,1-10,1,1,1,1,1,Bukadra
790,28954.84,84.28,2 B/R,61-70,0,1,1,0,1,Bukadra
791,26156.42,71.09,1 B/R,31-40,0,1,1,0,1,Bukadra
792,23250.01,78.27,1 B/R,1-10,1,1,1,0,1,Bukadra
793,22604.16,78.31,1 B/R,1-10,1,1,1,0,1,Bukadra
794,26371.35,63.17,1 B/R,41-50,1,1,1,0,1,Bukadra
795,26586.86,78.53,1 B/R,51-60,1,1,1,0,1,Bukadra
796,29385.53,115.05,2 B/R,51-60,0,1,1,0,1,Bukadra
797,25725.84,46.6,1 B/R,31-40,1,1,1,0,1,Bukadra
798,25833.26,70.17,1 B/R,1-10,0,1,1,0,1,Bukadra
799,29116.3,84.28,2 B/R,61-70,0,1,1,0,1,Bukadra
800,26963.58,67.43,1 B/R,51-60,1,1,1,0,1,Bukadra
801,25564.22,69.88,1 B/R,41-50,1,1,1,0,1,Bukadra
802,25833.1,48.94,1 B/R,21-30,1,1,1,0,1,Bukadra
803,26533.01,62.77,1 B/R,1-10,1,1,1,0,1,Bukadra
804,27017.45,104.67,2 B/R,11-20,0,1,1,0,1,Bukadra
805,28147.54,66.66,1 B/R,11-20,0,1,1,0,1,Bukadra
806,25295.07,105.15,2 B/R,11-20,1,1,1,0,1,Bukadra
807,26748.24,86.82,2 B/R,51-60,0,1,1,0,1,Bukadra
808,26210.07,64.42,1 B/R,41-50,1,1,1,0,1,Bukadra
809,24703.12,72.21,1 B/R,11-20,1,1,1,0,1,Bukadra
810,27448.09,84.73,2 B/R,21-30,1,1,1,0,1,Bukadra
811,26802.15,48.88,1 B/R,41-50,1,1,1,0,1,Bukadra
812,27986.28,66.64,1 B/R,11-20,0,1,1,0,1,Bukadra
813,28470.72,56.69,1 B/R,1-10,1,1,1,0,1,Bukadra
814,28416.5,58.05,1 B/R,1-10,0,1,1,0,1,Bukadra
815,25079.71,51.36,1 B/R,11-20,1,1,1,0,1,Bukadra
816,27071.25,82.47,1 B/R,51-60,1,1,1,0,1,Bukadra
817,12248.23,146.96,3 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
818,9842.31,94.49,1 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
819,12671.83,119.73,2 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
820,18285.97,45.39,1 B/R,11-20,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
821,25187.13,155.71,3 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
822,18196.19,99.74,2 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
823,29455.71,100.52,2 B/R,Below 1st floor,1,1,0,0,1,Hadaeq Sheikh Mohammed Bin Rashid
824,20350.88,98.86,2 B/R,Other,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
825,30871.25,101.45,2 B/R,1-10,0,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
826,19576.37,62.72,1 B/R,11-20,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
827,28151.26,119.0,2 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
828,13504.5,59.98,1 B/R,11-20,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
829,21696.26,65.49,1 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
830,15075.38,63.68,1 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
831,28584.43,68.32,1 B/R,11-20,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
832,29334.25,99.33,2 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
833,20283.3,150.37,3 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
834,25421.27,68.84,2 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
835,26022.46,69.82,1 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
836,20828.98,102.4,2 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
837,25008.34,59.98,1 B/R,11-20,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
838,17880.28,38.59,Studio,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
839,26353.9,69.06,2 B/R,11-20,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
840,19443.24,93.24,2 B/R,11-20,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
841,19357.24,60.85,1 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
842,19464.72,45.21,Studio,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
843,20212.32,60.7,1 B/R,11-20,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
844,28141.04,60.41,1 B/R,21-30,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
845,16131.7,86.85,1 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
846,23357.15,69.38,1 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
847,18371.85,122.47,2 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
848,23769.2,99.62,2 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
849,29405.97,100.52,2 B/R,Below 1st floor,1,1,0,0,1,Hadaeq Sheikh Mohammed Bin Rashid
850,23554.12,164.51,3 B/R,11-20,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
851,25561.85,60.53,1 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
852,18919.75,60.09,1 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
853,28718.21,101.43,2 B/R,1-10,0,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
854,28839.41,147.78,3 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
855,22142.66,106.13,2 B/R,1-10,1,1,1,0,1,Hadaeq Sheikh Mohammed Bin Rashid
856,18157.46,67.19,1 B/R,Below 1st floor,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
857,16545.48,93.07,2 B/R,1-10,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
858,17106.58,149.65,3 B/R,11-20,0,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
859,26510.62,143.41,3 B/R,11-20,1,1,1,1,1,Hadaeq Sheikh Mohammed Bin Rashid
