Area,Model,Dataset,Date,Actual,Predicted
Al Yelayiss 2,XGBoost,Test,2025-03-01,13780.01,14277.850419311524
Al Yelayiss 2,XGBoost,Test,2025-04-01,13866.985,13763.955419311524
Al Yelayiss 2,XGBoost,Test,2025-05-01,14677.23,13850.930419311524
Al Yelayiss 2,XGBoost,Test,2025-06-01,13903.245,14661.175419311523
Al Yelayiss 2,XGBoost,Test,2025-07-01,13625.91,13887.190419311524
Al Yelayiss 2,XGBoost,Test,2025-08-01,14035.09,13609.855419311523
Al Yelayiss 2,XGBoost,Forecast,2025-09-01,,14019.035419311524
Al Yelayiss 2,XGBoost,Forecast,2025-10-01,,14002.980838623047
Al Yelayiss 2,XGBoost,Forecast,2025-11-01,,13986.92625793457
Al Yelayiss 2,XGBoost,Forecast,2025-12-01,,13970.871677246094
Al Yelayiss 2,XGBoost,Forecast,2026-01-01,,14054.940326538086
Al Yelayiss 2,XGBoost,Forecast,2026-02-01,,14139.008975830078
Burj Khalifa,XGBoost,Train,2023-03-01,22146.35,21970.765246582032
Burj Khalifa,XGBoost,Train,2023-04-01,20265.96,20983.798974609374
Burj Khalifa,XGBoost,Train,2023-05-01,21424.445,20814.716408691405
Burj Khalifa,XGBoost,Train,2023-06-01,20378.83,20702.202751464843
Burj Khalifa,XGBoost,Train,2023-07-01,19220.21,19051.3309765625
Burj Khalifa,XGBoost,Train,2023-08-01,22040.3,21380.2793359375
Burj Khalifa,XGBoost,Train,2023-09-01,19934.5,20283.69660644531
Burj Khalifa,XGBoost,Train,2023-10-01,23343.525,22958.662841796875
Burj Khalifa,XGBoost,Train,2023-11-01,23897.120000000003,22518.161840820314
Burj Khalifa,XGBoost,Train,2023-12-01,20939.685,21917.06323730469
Burj Khalifa,XGBoost,Train,2024-01-01,22716.41,21913.44055419922
Burj Khalifa,XGBoost,Train,2024-02-01,20699.02,21341.99642578125
Burj Khalifa,XGBoost,Train,2024-03-01,21615.375,21406.94547607422
Burj Khalifa,XGBoost,Train,2024-04-01,21795.16,20883.42901611328
Burj Khalifa,XGBoost,Train,2024-05-01,19865.8,19945.29330078125
Burj Khalifa,XGBoost,Train,2024-06-01,20565.77,20850.605847167968
Burj Khalifa,XGBoost,Train,2024-07-01,18203.4,19347.073833007813
Burj Khalifa,XGBoost,Train,2024-08-01,24599.59,22524.40048828125
Burj Khalifa,XGBoost,Train,2024-09-01,21244.69,22228.68375
Burj Khalifa,XGBoost,Train,2024-10-01,22484.72,21876.35729736328
Burj Khalifa,XGBoost,Train,2024-11-01,23440.465,23043.310881347657
Burj Khalifa,XGBoost,Train,2024-12-01,22200.3,22482.776645507813
Burj Khalifa,XGBoost,Train,2025-01-01,22785.2,22782.24659423828
Burj Khalifa,XGBoost,Train,2025-02-01,21524.59,21687.09392089844
Burj Khalifa,XGBoost,Test,2025-03-01,22539.25,21127.610965576172
Burj Khalifa,XGBoost,Test,2025-04-01,23490.55,21564.50079345703
Burj Khalifa,XGBoost,Test,2025-05-01,23142.79,22302.715405273437
Burj Khalifa,XGBoost,Test,2025-06-01,18138.24,22080.682578125
Burj Khalifa,XGBoost,Test,2025-07-01,20308.69,20062.560922851564
Burj Khalifa,XGBoost,Test,2025-08-01,21084.51,21954.558530273436
Burj Khalifa,XGBoost,Forecast,2025-09-01,,21540.90465332031
Burj Khalifa,XGBoost,Forecast,2025-10-01,,20613.136831054686
Burj Khalifa,XGBoost,Forecast,2025-11-01,,20059.91869140625
Burj Khalifa,XGBoost,Forecast,2025-12-01,,22403.450185546873
Burj Khalifa,XGBoost,Forecast,2026-01-01,,21223.931752929686
Burj Khalifa,XGBoost,Forecast,2026-02-01,,20647.981435546873
Business Bay,XGBoost,Train,2023-03-01,22286.68,22124.88824859619
Business Bay,XGBoost,Train,2023-04-01,20934.37,22395.90824859619
Business Bay,XGBoost,Train,2023-05-01,17569.825,21043.59824859619
Business Bay,XGBoost,Train,2023-06-01,17808.22,17679.053248596192
Business Bay,XGBoost,Train,2023-07-01,20727.62,18144.50726196289
Business Bay,XGBoost,Train,2023-08-01,26468.01,21063.90726196289
Business Bay,XGBoost,Train,2023-09-01,24577.575,26336.025502929686
Business Bay,XGBoost,Train,2023-10-01,20942.41,24445.59050292969
Business Bay,XGBoost,Train,2023-11-01,22019.9,21051.63824859619
Business Bay,XGBoost,Train,2023-12-01,23101.255,22129.128248596193
Business Bay,XGBoost,Train,2024-01-01,23553.325,23210.483248596192
Business Bay,XGBoost,Train,2024-02-01,21706.465,23421.34050292969
Business Bay,XGBoost,Train,2024-03-01,23890.885,21815.69324859619
Business Bay,XGBoost,Train,2024-04-01,23238.45,23892.47010971069
Business Bay,XGBoost,Train,2024-05-01,23124.01,23347.678248596192
Business Bay,XGBoost,Train,2024-06-01,24041.85,23233.23824859619
Business Bay,XGBoost,Train,2024-07-01,22356.4,23909.865502929686
Business Bay,XGBoost,Train,2024-08-01,23421.15,22465.628248596193
Business Bay,XGBoost,Train,2024-09-01,22692.31,23422.735109710695
Business Bay,XGBoost,Train,2024-10-01,24100.35,22801.538248596193
Business Bay,XGBoost,Train,2024-11-01,22876.0,24101.935109710692
Business Bay,XGBoost,Train,2024-12-01,24181.55,22985.22824859619
Business Bay,XGBoost,Train,2025-01-01,23266.335,24183.135109710693
Business Bay,XGBoost,Train,2025-02-01,23240.37,23375.56324859619
Business Bay,XGBoost,Test,2025-03-01,25111.85,23349.59824859619
Business Bay,XGBoost,Test,2025-04-01,23763.805,24979.865502929686
Business Bay,XGBoost,Test,2025-05-01,23805.75,23631.820502929688
Business Bay,XGBoost,Test,2025-06-01,24957.78,23807.335109710693
Business Bay,XGBoost,Test,2025-07-01,24847.53,24959.365109710692
Business Bay,XGBoost,Test,2025-08-01,27464.07,24849.115109710692
Business Bay,XGBoost,Forecast,2025-09-01,,27465.655109710693
Business Bay,XGBoost,Forecast,2025-10-01,,27467.240219421386
Business Bay,XGBoost,Forecast,2025-11-01,,27468.82532913208
Business Bay,XGBoost,Forecast,2025-12-01,,27470.410438842773
Business Bay,XGBoost,Forecast,2026-01-01,,27471.995548553467
Business Bay,XGBoost,Forecast,2026-02-01,,27473.58065826416
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-03-01,20655.97,19769.93875
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-04-01,21910.03,21488.58590576172
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-05-01,19438.27,21537.692994384764
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-06-01,20236.15,20035.95701171875
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-07-01,20490.65,20834.322973632814
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-08-01,20055.12,20678.845785522462
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-09-01,21354.04,20894.61133300781
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-10-01,21573.18,21775.458853759766
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-11-01,21992.14,21948.173774414063
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2023-12-01,22712.11,22098.267799987792
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-01-01,22936.585,22710.980392799378
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-02-01,22104.815,22779.28418823242
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-03-01,21904.21,22466.05697387695
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-04-01,23277.355,23215.80045410156
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-05-01,24217.81,23801.949848632812
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-06-01,23226.83,23942.79538208008
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-07-01,25694.43,24392.358930664064
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-08-01,22715.16,24055.44171875
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-09-01,24396.86,23717.630703125
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-10-01,26086.31,25017.893813476563
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-11-01,24050.895,24351.54327636719
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2024-12-01,23695.145,24355.34485961914
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2025-01-01,23779.57,24252.168559570313
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Train,2025-02-01,24589.38,24279.997001953125
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Test,2025-03-01,25050.1,24940.847834472657
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Test,2025-04-01,25455.27,25401.567834472655
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Test,2025-05-01,24669.605,25806.737834472657
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Test,2025-06-01,25428.65,24974.05485961914
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Test,2025-07-01,26914.24,25733.099859619142
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Test,2025-08-01,25079.61,25173.023935546877
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Forecast,2025-09-01,,25384.05985961914
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Forecast,2025-10-01,,25688.509719238282
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Forecast,2025-11-01,,25992.959578857422
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Forecast,2025-12-01,,24306.461043701172
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Forecast,2026-01-01,,24581.08103881836
Hadaeq Sheikh Mohammed Bin Rashid,XGBoost,Forecast,2026-02-01,,24799.10446105957
Jabal Ali First,XGBoost,Train,2023-03-01,10212.53,10033.493537597657
Jabal Ali First,XGBoost,Train,2023-04-01,10786.28,10365.468537597657
Jabal Ali First,XGBoost,Train,2023-05-01,10179.39,10939.218537597657
Jabal Ali First,XGBoost,Train,2023-06-01,10763.64,10332.328537597656
Jabal Ali First,XGBoost,Train,2023-07-01,10126.74,10916.578537597656
Jabal Ali First,XGBoost,Train,2023-08-01,10272.91,10279.678537597656
Jabal Ali First,XGBoost,Train,2023-09-01,9798.335,10524.979030761719
Jabal Ali First,XGBoost,Train,2023-10-01,12146.89,10050.404030761718
Jabal Ali First,XGBoost,Train,2023-11-01,12425.31,12210.537331237792
Jabal Ali First,XGBoost,Train,2023-12-01,10826.22,12488.957331237792
Jabal Ali First,XGBoost,Train,2024-01-01,11932.58,11078.289030761718
Jabal Ali First,XGBoost,Train,2024-02-01,11161.985,11996.227331237793
Jabal Ali First,XGBoost,Train,2024-03-01,12539.96,11414.05403076172
Jabal Ali First,XGBoost,Train,2024-04-01,12539.9,12694.987282714843
Jabal Ali First,XGBoost,Train,2024-05-01,12762.88,12694.927282714843
Jabal Ali First,XGBoost,Train,2024-06-01,12179.355,12826.527331237792
Jabal Ali First,XGBoost,Train,2024-07-01,11475.93,12243.002331237793
Jabal Ali First,XGBoost,Train,2024-08-01,12407.49,11727.999030761719
Jabal Ali First,XGBoost,Train,2024-09-01,12498.215,12562.517282714844
Jabal Ali First,XGBoost,Train,2024-10-01,12841.759999999998,12653.242282714844
Jabal Ali First,XGBoost,Train,2024-11-01,12831.24,12996.787282714842
Jabal Ali First,XGBoost,Train,2024-12-01,13172.87,12986.267282714844
Jabal Ali First,XGBoost,Train,2025-01-01,13100.0,13236.517331237794
Jabal Ali First,XGBoost,Train,2025-02-01,13448.73,13255.027282714844
Jabal Ali First,XGBoost,Test,2025-03-01,13363.68,13603.757282714843
Jabal Ali First,XGBoost,Test,2025-04-01,13865.33,13518.707282714844
Jabal Ali First,XGBoost,Test,2025-05-01,13681.34,14020.357282714844
Jabal Ali First,XGBoost,Test,2025-06-01,14359.96,13836.367282714844
Jabal Ali First,XGBoost,Test,2025-07-01,14334.465,14514.987282714843
Jabal Ali First,XGBoost,Test,2025-08-01,17443.34,14489.492282714844
Jabal Ali First,XGBoost,Forecast,2025-09-01,,17598.367282714844
Jabal Ali First,XGBoost,Forecast,2025-10-01,,17753.394565429688
Jabal Ali First,XGBoost,Forecast,2025-11-01,,17908.42184814453
Jabal Ali First,XGBoost,Forecast,2025-12-01,,18063.449130859375
Jabal Ali First,XGBoost,Forecast,2026-01-01,,18218.47641357422
Jabal Ali First,XGBoost,Forecast,2026-02-01,,18373.503696289063
Madinat Al Mataar,XGBoost,Train,2023-03-01,7450.94,7308.334621582031
Madinat Al Mataar,XGBoost,Train,2023-04-01,7586.955,7959.364621582031
Madinat Al Mataar,XGBoost,Train,2023-05-01,7097.7,8336.013349609375
Madinat Al Mataar,XGBoost,Train,2023-06-01,8080.08,7606.124621582031
Madinat Al Mataar,XGBoost,Train,2023-07-01,8293.84,8588.504621582031
Madinat Al Mataar,XGBoost,Train,2023-08-01,15084.29,9042.898349609375
Madinat Al Mataar,XGBoost,Train,2023-09-01,8496.89,15173.763114013673
Madinat Al Mataar,XGBoost,Train,2023-10-01,7632.59,9005.31462158203
Madinat Al Mataar,XGBoost,Train,2023-11-01,13869.46,8365.114169921875
Madinat Al Mataar,XGBoost,Train,2023-12-01,13615.63,14377.88462158203
Madinat Al Mataar,XGBoost,Train,2024-01-01,16353.01,14124.05462158203
Madinat Al Mataar,XGBoost,Train,2024-02-01,8713.22,15878.797994384766
Madinat Al Mataar,XGBoost,Train,2024-03-01,14878.87,9445.744169921874
Madinat Al Mataar,XGBoost,Train,2024-04-01,9235.06,14404.657994384766
Madinat Al Mataar,XGBoost,Train,2024-05-01,10469.8,9743.48462158203
Madinat Al Mataar,XGBoost,Train,2024-06-01,10596.485,11202.324169921874
Madinat Al Mataar,XGBoost,Train,2024-07-01,11080.58,11104.909621582032
Madinat Al Mataar,XGBoost,Train,2024-08-01,10937.895,11589.004621582031
Madinat Al Mataar,XGBoost,Train,2024-09-01,14530.04,11670.419169921875
Madinat Al Mataar,XGBoost,Train,2024-10-01,16859.86,15262.564169921876
Madinat Al Mataar,XGBoost,Train,2024-11-01,15743.675,16949.333114013672
Madinat Al Mataar,XGBoost,Train,2024-12-01,17525.77,15833.148114013671
Madinat Al Mataar,XGBoost,Train,2025-01-01,21368.73,17615.086650390625
Madinat Al Mataar,XGBoost,Train,2025-02-01,16054.735,20894.517994384765
Madinat Al Mataar,XGBoost,Test,2025-03-01,21048.39,15580.522994384766
Madinat Al Mataar,XGBoost,Test,2025-04-01,17450.04,20574.177994384765
Madinat Al Mataar,XGBoost,Test,2025-05-01,17124.545,17539.513114013673
Madinat Al Mataar,XGBoost,Test,2025-06-01,18567.64,17214.01811401367
Madinat Al Mataar,XGBoost,Test,2025-07-01,17781.54,18657.11311401367
Madinat Al Mataar,XGBoost,Test,2025-08-01,14878.87,17871.013114013673
Madinat Al Mataar,XGBoost,Forecast,2025-09-01,,14968.343114013673
Madinat Al Mataar,XGBoost,Forecast,2025-10-01,,15057.816228027345
Madinat Al Mataar,XGBoost,Forecast,2025-11-01,,15147.289342041016
Madinat Al Mataar,XGBoost,Forecast,2025-12-01,,15236.762456054688
Madinat Al Mataar,XGBoost,Forecast,2026-01-01,,15326.079106445313
Madinat Al Mataar,XGBoost,Forecast,2026-02-01,,14851.867100830079
Madinat Dubai Almelaheyah,XGBoost,Train,2023-03-01,19166.9,19782.414638061524
Madinat Dubai Almelaheyah,XGBoost,Train,2023-04-01,18620.565,19375.919638061525
Madinat Dubai Almelaheyah,XGBoost,Train,2023-05-01,18841.55,18829.584638061522
Madinat Dubai Almelaheyah,XGBoost,Train,2023-06-01,19623.71,19263.087353515624
Madinat Dubai Almelaheyah,XGBoost,Train,2023-07-01,20910.115,20045.247353515624
Madinat Dubai Almelaheyah,XGBoost,Train,2023-08-01,20717.52,21119.134638061525
Madinat Dubai Almelaheyah,XGBoost,Train,2023-09-01,21803.485,20926.539638061524
Madinat Dubai Almelaheyah,XGBoost,Train,2023-10-01,20657.35,22012.504638061524
Madinat Dubai Almelaheyah,XGBoost,Train,2023-11-01,19755.16,21086.584741210936
Madinat Dubai Almelaheyah,XGBoost,Train,2023-12-01,22992.15,20396.91244140625
Madinat Dubai Almelaheyah,XGBoost,Train,2024-01-01,22542.99,23633.90244140625
Madinat Dubai Almelaheyah,XGBoost,Train,2024-02-01,27040.68,23184.74244140625
Madinat Dubai Almelaheyah,XGBoost,Train,2024-03-01,25883.655,27105.837974243164
Madinat Dubai Almelaheyah,XGBoost,Train,2024-04-01,25108.93,25948.812974243163
Madinat Dubai Almelaheyah,XGBoost,Train,2024-05-01,22937.095,25174.087974243164
Madinat Dubai Almelaheyah,XGBoost,Train,2024-06-01,25237.195,23578.84744140625
Madinat Dubai Almelaheyah,XGBoost,Train,2024-07-01,24097.545,25302.352974243164
Madinat Dubai Almelaheyah,XGBoost,Train,2024-08-01,25548.54,24739.29744140625
Madinat Dubai Almelaheyah,XGBoost,Train,2024-09-01,24036.49,25613.697974243165
Madinat Dubai Almelaheyah,XGBoost,Train,2024-10-01,26180.55,24678.24244140625
Madinat Dubai Almelaheyah,XGBoost,Train,2024-11-01,26583.185,26478.551007080077
Madinat Dubai Almelaheyah,XGBoost,Train,2024-12-01,26260.6,26881.18600708008
Madinat Dubai Almelaheyah,XGBoost,Train,2025-01-01,27275.6,26558.601007080077
Madinat Dubai Almelaheyah,XGBoost,Train,2025-02-01,26997.01,27573.601007080077
Madinat Dubai Almelaheyah,XGBoost,Test,2025-03-01,29334.13,27295.011007080077
Madinat Dubai Almelaheyah,XGBoost,Test,2025-04-01,29367.895,29632.13100708008
Madinat Dubai Almelaheyah,XGBoost,Test,2025-05-01,28033.785,29665.89600708008
Madinat Dubai Almelaheyah,XGBoost,Test,2025-06-01,29364.12,28331.786007080078
Madinat Dubai Almelaheyah,XGBoost,Test,2025-07-01,30493.45,29662.121007080077
Madinat Dubai Almelaheyah,XGBoost,Test,2025-08-01,31368.94,30791.45100708008
Madinat Dubai Almelaheyah,XGBoost,Forecast,2025-09-01,,31666.941007080077
Madinat Dubai Almelaheyah,XGBoost,Forecast,2025-10-01,,31964.942014160155
Madinat Dubai Almelaheyah,XGBoost,Forecast,2025-11-01,,32262.943021240233
Madinat Dubai Almelaheyah,XGBoost,Forecast,2025-12-01,,32560.94402832031
Madinat Dubai Almelaheyah,XGBoost,Forecast,2026-01-01,,32858.94503540039
Madinat Dubai Almelaheyah,XGBoost,Forecast,2026-02-01,,33156.94604248047
Marsa Dubai,XGBoost,Train,2023-03-01,15845.89,15437.181677246093
Marsa Dubai,XGBoost,Train,2023-04-01,15256.62,16065.230026855468
Marsa Dubai,XGBoost,Train,2023-05-01,13811.82,15475.96002685547
Marsa Dubai,XGBoost,Train,2023-06-01,14780.1,14251.108055419922
Marsa Dubai,XGBoost,Train,2023-07-01,14194.725,15123.39638671875
Marsa Dubai,XGBoost,Train,2023-08-01,14666.5,14410.95401916504
Marsa Dubai,XGBoost,Train,2023-09-01,14235.36,14882.729019165039
Marsa Dubai,XGBoost,Train,2023-10-01,15171.41,14451.58901916504
Marsa Dubai,XGBoost,Train,2023-11-01,14126.375,15387.639019165039
Marsa Dubai,XGBoost,Train,2023-12-01,14468.39,14342.604019165039
Marsa Dubai,XGBoost,Train,2024-01-01,15615.015,14915.483017578124
Marsa Dubai,XGBoost,Train,2024-02-01,16063.285,15935.040634765624
Marsa Dubai,XGBoost,Train,2024-03-01,16776.51,16383.310634765625
Marsa Dubai,XGBoost,Train,2024-04-01,17489.31,17223.603017578123
Marsa Dubai,XGBoost,Train,2024-05-01,19956.27,18134.20959716797
Marsa Dubai,XGBoost,Train,2024-06-01,17093.79,19396.30106689453
Marsa Dubai,XGBoost,Train,2024-07-01,16154.12,17634.892966308595
Marsa Dubai,XGBoost,Train,2024-08-01,19193.19,17029.537419433596
Marsa Dubai,XGBoost,Train,2024-09-01,16864.46,18633.22106689453
Marsa Dubai,XGBoost,Train,2024-10-01,17065.6,17405.562966308593
Marsa Dubai,XGBoost,Train,2024-11-01,18360.02,17941.017419433592
Marsa Dubai,XGBoost,Train,2024-12-01,19911.06,18453.895411987305
Marsa Dubai,XGBoost,Train,2025-01-01,20632.075,20018.82582336426
Marsa Dubai,XGBoost,Train,2025-02-01,22470.555,20843.464724731446
Marsa Dubai,XGBoost,Test,2025-03-01,18011.65,22448.17269104004
Marsa Dubai,XGBoost,Test,2025-04-01,19100.835,18887.067419433595
Marsa Dubai,XGBoost,Test,2025-05-01,19991.115,19529.024819335937
Marsa Dubai,XGBoost,Test,2025-06-01,19544.0,19431.146066894533
Marsa Dubai,XGBoost,Test,2025-07-01,18829.47,19521.61769104004
Marsa Dubai,XGBoost,Test,2025-08-01,18176.37,19257.65981933594
Marsa Dubai,XGBoost,Forecast,2025-09-01,,19051.787419433593
Marsa Dubai,XGBoost,Forecast,2025-10-01,,19479.97723876953
Marsa Dubai,XGBoost,Forecast,2025-11-01,,18920.00830566406
Marsa Dubai,XGBoost,Forecast,2025-12-01,,19348.198125
Marsa Dubai,XGBoost,Forecast,2026-01-01,,19889.75391113281
Marsa Dubai,XGBoost,Forecast,2026-02-01,,20101.143635864257
Me'Aisem First,XGBoost,Train,2023-03-01,10340.63,8950.007963867187
Me'Aisem First,XGBoost,Train,2023-04-01,10995.8,10721.939783935546
Me'Aisem First,XGBoost,Train,2023-05-01,9496.12,10929.507443237304
Me'Aisem First,XGBoost,Train,2023-06-01,9145.495,9752.89816772461
Me'Aisem First,XGBoost,Train,2023-07-01,10256.41,9793.293400878907
Me'Aisem First,XGBoost,Train,2023-08-01,10160.82,10163.995182189941
Me'Aisem First,XGBoost,Train,2023-09-01,8547.925,9758.927971191406
Me'Aisem First,XGBoost,Train,2023-10-01,8147.89,8495.655724334716
Me'Aisem First,XGBoost,Train,2023-11-01,10082.71,9039.200974121093
Me'Aisem First,XGBoost,Train,2023-12-01,9592.855,9797.583596191405
Me'Aisem First,XGBoost,Train,2024-01-01,9680.21,9559.388275604248
Me'Aisem First,XGBoost,Train,2024-02-01,10371.445,9800.220414123534
Me'Aisem First,XGBoost,Train,2024-03-01,10312.315,10633.569755859375
Me'Aisem First,XGBoost,Train,2024-04-01,10707.105,10672.299741210938
Me'Aisem First,XGBoost,Train,2024-05-01,10073.32,10654.653595428466
Me'Aisem First,XGBoost,Train,2024-06-01,10588.675,10408.292045898437
Me'Aisem First,XGBoost,Train,2024-07-01,13045.08,11048.374005126952
Me'Aisem First,XGBoost,Train,2024-08-01,12587.12,12666.661970214844
Me'Aisem First,XGBoost,Train,2024-09-01,11642.765,12177.459477539063
Me'Aisem First,XGBoost,Train,2024-10-01,12993.43,11784.369522705078
Me'Aisem First,XGBoost,Train,2024-11-01,11653.44,12779.762092285157
Me'Aisem First,XGBoost,Train,2024-12-01,11982.1,11752.125104370118
Me'Aisem First,XGBoost,Train,2025-01-01,11283.595,12055.504266357422
Me'Aisem First,XGBoost,Train,2025-02-01,12627.21,11745.488585205077
Me'Aisem First,XGBoost,Test,2025-03-01,14318.44,12921.88984008789
Me'Aisem First,XGBoost,Test,2025-04-01,14318.44,14613.119840087891
Me'Aisem First,XGBoost,Test,2025-05-01,14172.34,14291.444093170167
Me'Aisem First,XGBoost,Test,2025-06-01,14236.06,14237.296756591797
Me'Aisem First,XGBoost,Test,2025-07-01,14245.765,14301.016756591796
Me'Aisem First,XGBoost,Test,2025-08-01,14515.265,14314.474838867187
Me'Aisem First,XGBoost,Forecast,2025-09-01,,14489.655766143798
Me'Aisem First,XGBoost,Forecast,2025-10-01,,14464.046532287597
Me'Aisem First,XGBoost,Forecast,2025-11-01,,14438.437298431396
Me'Aisem First,XGBoost,Forecast,2025-12-01,,14412.828064575195
Me'Aisem First,XGBoost,Forecast,2026-01-01,,14578.184998168945
Me'Aisem First,XGBoost,Forecast,2026-02-01,,14833.942444458007
Nadd Hessa,XGBoost,Train,2023-03-01,5180.84,6969.456827545166
Nadd Hessa,XGBoost,Train,2023-04-01,6912.11,5567.043002929688
Nadd Hessa,XGBoost,Train,2023-05-01,7837.6,7195.551192626953
Nadd Hessa,XGBoost,Train,2023-06-01,6941.195,7846.531827545166
Nadd Hessa,XGBoost,Train,2023-07-01,6476.47,6950.126827545166
Nadd Hessa,XGBoost,Train,2023-08-01,6568.47,6788.575926513672
Nadd Hessa,XGBoost,Train,2023-09-01,8287.25,6880.575926513672
Nadd Hessa,XGBoost,Train,2023-10-01,7144.43,8296.181827545166
Nadd Hessa,XGBoost,Train,2023-11-01,6659.42,7153.361827545166
Nadd Hessa,XGBoost,Train,2023-12-01,7414.42,7108.517900390625
Nadd Hessa,XGBoost,Train,2024-01-01,8291.955,7870.437578125
Nadd Hessa,XGBoost,Train,2024-02-01,9191.53,8363.781736450195
Nadd Hessa,XGBoost,Train,2024-03-01,9005.05,9263.356736450196
Nadd Hessa,XGBoost,Train,2024-04-01,8127.24,9076.876736450195
Nadd Hessa,XGBoost,Train,2024-05-01,7932.9,8311.194376220703
Nadd Hessa,XGBoost,Train,2024-06-01,9033.42,8116.854376220703
Nadd Hessa,XGBoost,Train,2024-07-01,8672.45,9105.246736450195
Nadd Hessa,XGBoost,Train,2024-08-01,8243.57,8744.276736450196
Nadd Hessa,XGBoost,Train,2024-09-01,9449.56,8512.879631347656
Nadd Hessa,XGBoost,Train,2024-10-01,10032.1,9718.869631347656
Nadd Hessa,XGBoost,Train,2024-11-01,10670.32,10189.281991577149
Nadd Hessa,XGBoost,Train,2024-12-01,10161.875,10882.301979370117
Nadd Hessa,XGBoost,Train,2025-01-01,15757.135,10686.006591796875
Nadd Hessa,XGBoost,Train,2025-02-01,12977.7,15746.40584350586
Nadd Hessa,XGBoost,Test,2025-03-01,12529.36,13074.774996948243
Nadd Hessa,XGBoost,Test,2025-04-01,15285.81,12626.434996948243
Nadd Hessa,XGBoost,Test,2025-05-01,14217.025,15382.884996948242
Nadd Hessa,XGBoost,Test,2025-06-01,17963.37,14314.099996948242
Nadd Hessa,XGBoost,Test,2025-07-01,14036.43,18060.44499694824
Nadd Hessa,XGBoost,Test,2025-08-01,12536.725,14133.504996948242
Nadd Hessa,XGBoost,Forecast,2025-09-01,,12633.799996948243
Nadd Hessa,XGBoost,Forecast,2025-10-01,,12730.874993896485
Nadd Hessa,XGBoost,Forecast,2025-11-01,,12827.949990844727
Nadd Hessa,XGBoost,Forecast,2025-12-01,,12925.02498779297
Nadd Hessa,XGBoost,Forecast,2026-01-01,,13449.156579589844
Nadd Hessa,XGBoost,Forecast,2026-02-01,,13438.427423095703
Palm Jumeirah,XGBoost,Train,2023-03-01,16809.095,19750.95701095581
Palm Jumeirah,XGBoost,Train,2023-04-01,18221.9,16844.45701095581
Palm Jumeirah,XGBoost,Train,2023-05-01,18075.465,18257.262010955812
Palm Jumeirah,XGBoost,Train,2023-06-01,17005.75,18110.82701095581
Palm Jumeirah,XGBoost,Train,2023-07-01,18065.78,17223.95684814453
Palm Jumeirah,XGBoost,Train,2023-08-01,18268.97,18283.98684814453
Palm Jumeirah,XGBoost,Train,2023-09-01,16851.365,18487.176848144532
Palm Jumeirah,XGBoost,Train,2023-10-01,19330.295,17069.571848144533
Palm Jumeirah,XGBoost,Train,2023-11-01,18714.44,19548.50184814453
Palm Jumeirah,XGBoost,Train,2023-12-01,21819.53,18932.64684814453
Palm Jumeirah,XGBoost,Train,2024-01-01,20169.79,21766.534341125487
Palm Jumeirah,XGBoost,Train,2024-02-01,19680.35,20116.79434112549
Palm Jumeirah,XGBoost,Train,2024-03-01,19800.55,19715.71201095581
Palm Jumeirah,XGBoost,Train,2024-04-01,19689.85,19835.91201095581
