area,phase,month,actual_smoothed,predicted
Madinat Al Mataar,train,2024-08-01,12623.738964033595,12171.023442333142
Madinat Al Mataar,train,2024-09-01,14102.804347559435,13714.398245024591
Madinat Al Mataar,train,2024-10-01,15507.845486361372,15146.901066503426
Madinat Al Mataar,train,2024-11-01,16568.38882636887,16414.521410878628
Madinat Al Mataar,train,2024-12-01,16646.919421156716,17217.562232458196
Madinat Al Mataar,train,2025-01-01,16477.476292908774,16394.533042269708
Madinat Al Mataar,train,2025-02-01,16314.47914311375,16140.55780592505
Madinat Al Mataar,test,2025-03-01,21071.045,16281.539450808124
Madinat Al Mataar,test,2025-04-01,17450.04,16471.528114992045
Madinat Al Mataar,test,2025-05-01,17126.775,16555.300158819315
Madinat Al Mataar,test,2025-06-01,18567.64,16555.300158819315
Madinat Al Mataar,test,2025-07-01,17781.54,16555.300158819315
Madinat Al Mataar,test,2025-08-01,14663.7,16555.300158819315
Madinat Al Mataar,forecast,2025-09-01,,16281.539450808124
Madinat Al Mataar,forecast,2025-10-01,,16471.528114992045
Madinat Al Mataar,forecast,2025-11-01,,16555.300158819315
Madinat Al Mataar,forecast,2025-12-01,,16555.300158819315
Madinat Al Mataar,forecast,2026-01-01,,16555.300158819315
Madinat Al Mataar,forecast,2026-02-01,,16555.300158819315
Me'Aisem First,train,2022-09-01,7747.34028210657,8364.92607353649
Me'Aisem First,train,2022-10-01,7509.97294533779,8364.92607353649
Me'Aisem First,train,2022-11-01,7373.9166896388715,6915.248735802369
Me'Aisem First,train,2022-12-01,7316.514825230236,7870.158963279683
Me'Aisem First,train,2023-01-01,7155.321694976032,7067.822845140809
Me'Aisem First,train,2023-02-01,7941.798599031863,7261.066985438409
Me'Aisem First,train,2023-03-01,9668.408877262998,9045.004719944403
Me'Aisem First,train,2023-04-01,10370.592552299438,10464.866906882264
Me'Aisem First,train,2023-05-01,9817.648870076428,9887.916482988483
Me'Aisem First,train,2023-06-01,9567.413860893877,9531.206114957744
Me'Aisem First,train,2023-07-01,9914.632861140773,9787.69768396531
Me'Aisem First,train,2023-08-01,9683.241361989774,9955.57266365524
Me'Aisem First,train,2023-09-01,8830.35842003398,9342.628450223618
Me'Aisem First,train,2023-10-01,8782.026328986696,8840.969498876868
Me'Aisem First,train,2023-11-01,9362.72585898502,9533.273111607457
Me'Aisem First,train,2023-12-01,9752.805761726544,9633.042239261149
Me'Aisem First,train,2024-01-01,9852.978582770502,10012.035261687059
Me'Aisem First,train,2024-02-01,10156.009835324472,10113.40224719841
Me'Aisem First,train,2024-03-01,10441.48987501446,10489.06009402312
Me'Aisem First,train,2024-04-01,10411.702843876461,10418.185373896004
Me'Aisem First,train,2024-05-01,10398.79179996646,10401.135972810807
Me'Aisem First,train,2024-06-01,11130.941642734662,10646.629411205258
Me'Aisem First,train,2024-07-01,12142.072803366165,11832.938255996653
Me'Aisem First,train,2024-08-01,12458.775375215926,12430.688326939111
Me'Aisem First,train,2024-09-01,12307.603840829659,12312.470425629888
Me'Aisem First,train,2024-10-01,12193.044873499286,12344.522920922207
Me'Aisem First,train,2024-11-01,12121.816151487783,12162.089819652429
Me'Aisem First,train,2024-12-01,11702.113448254571,12095.445224755573
Me'Aisem First,train,2025-01-01,11990.884934691006,11558.233301012857
Me'Aisem First,train,2025-02-01,12304.565908485374,12904.51100673352
Me'Aisem First,test,2025-03-01,14318.44,12179.167624479194
Me'Aisem First,test,2025-04-01,14318.44,12290.629929372075
Me'Aisem First,test,2025-05-01,14216.66,12787.32611004758
Me'Aisem First,test,2025-06-01,14275.89,13051.265204289333
Me'Aisem First,test,2025-07-01,14098.36,13048.718141305417
Me'Aisem First,test,2025-08-01,14515.265,13218.950543780798
Me'Aisem First,forecast,2025-09-01,,12179.167624479194
Me'Aisem First,forecast,2025-10-01,,12290.629929372075
Me'Aisem First,forecast,2025-11-01,,12787.32611004758
Me'Aisem First,forecast,2025-12-01,,13051.265204289333
Me'Aisem First,forecast,2026-01-01,,13048.718141305417
Me'Aisem First,forecast,2026-02-01,,13218.950543780798
Nadd Hessa,train,2022-09-01,5952.07410211202,6743.689875454635
Nadd Hessa,train,2022-10-01,6671.019830426098,6743.689875454635
Nadd Hessa,train,2022-11-01,7403.4875,6841.771506594784
Nadd Hessa,train,2022-12-01,8240.945000000003,7984.5588027227805
Nadd Hessa,train,2023-01-01,7739.315246602569,8637.444058433264
Nadd Hessa,train,2023-02-01,6960.5250000000015,7253.579215334242
Nadd Hessa,train,2023-03-01,6936.317499999999,6935.3273783455015
Nadd Hessa,train,2023-04-01,6912.109999999992,7145.615839872364
Nadd Hessa,train,2023-05-01,7122.918729594974,6928.2120520422695
Nadd Hessa,train,2023-06-01,6985.691531199702,7493.252666203002
Nadd Hessa,train,2023-07-01,6597.291762401686,6769.729758311141
Nadd Hessa,train,2023-08-01,6554.100000000009,6660.968440420919
Nadd Hessa,train,2023-09-01,6826.630000000001,6672.574461476649
Nadd Hessa,train,2023-10-01,7099.160000000009,7165.164230865935
Nadd Hessa,train,2023-11-01,7021.6493213019185,7251.853485515418
Nadd Hessa,train,2023-12-01,7437.623929642108,7035.319046906266
Nadd Hessa,train,2024-01-01,8294.242533786532,7986.85354423319
Nadd Hessa,train,2024-02-01,8862.645052509173,8763.226414272218
Nadd Hessa,train,2024-03-01,8811.387617372247,9155.422051868394
Nadd Hessa,train,2024-04-01,8300.260984453816,8728.135955174444
Nadd Hessa,train,2024-05-01,8295.516371148728,8145.837054227488
Nadd Hessa,train,2024-06-01,8554.958785065184,8630.983944064095
Nadd Hessa,train,2024-07-01,8645.421907461601,8698.952078849692
Nadd Hessa,train,2024-08-01,8766.880316094439,8808.496480391444
Nadd Hessa,train,2024-09-01,9153.641170178591,8940.061565668822
Nadd Hessa,train,2024-10-01,9834.038143642272,9543.366382987933
Nadd Hessa,train,2024-11-01,10159.556781266054,10289.186656155438
Nadd Hessa,train,2024-12-01,10161.874999999998,10258.047529342923
Nadd Hessa,train,2025-01-01,11726.541378027705,10288.75603340697
Nadd Hessa,train,2025-02-01,12887.339261966044,13155.152693976162
Nadd Hessa,test,2025-03-01,12529.36,12868.561583436938
Nadd Hessa,test,2025-04-01,15285.81,13077.05466296382
Nadd Hessa,test,2025-05-01,14217.025000000001,13285.5477424907
Nadd Hessa,test,2025-06-01,17963.37,13494.040822017581
Nadd Hessa,test,2025-07-01,14036.43,13702.533901544462
Nadd Hessa,test,2025-08-01,12536.724999999999,13911.026981071343
Nadd Hessa,forecast,2025-09-01,,12868.561583436938
Nadd Hessa,forecast,2025-10-01,,13077.05466296382
Nadd Hessa,forecast,2025-11-01,,13285.5477424907
Nadd Hessa,forecast,2025-12-01,,13494.040822017581
Nadd Hessa,forecast,2026-01-01,,13702.533901544462
Nadd Hessa,forecast,2026-02-01,,13911.026981071343
Palm Jumeirah,train,2022-09-01,18825.544484652466,19428.464236480635
Palm Jumeirah,train,2022-10-01,18931.43979132463,19428.464236480635
Palm Jumeirah,train,2022-11-01,19008.59909087093,18712.134172233484
Palm Jumeirah,train,2022-12-01,19496.63589975895,19168.23387464563
Palm Jumeirah,train,2023-01-01,18907.662613512977,19683.23633587372
Palm Jumeirah,train,2023-02-01,18316.7835484913,18459.399351316777
Palm Jumeirah,train,2023-03-01,18132.805248862383,18233.88693274243
Palm Jumeirah,train,2023-04-01,17893.894065178043,18073.938386007412
Palm Jumeirah,train,2023-05-01,17704.352197284545,17788.973909842574
Palm Jumeirah,train,2023-06-01,17687.433672113275,17655.028373362296
Palm Jumeirah,train,2023-07-01,17618.3421464803,17706.32329890706
Palm Jumeirah,train,2023-08-01,17785.707700723007,17738.67098541791
Palm Jumeirah,train,2023-09-01,18202.838694578735,18153.89271112882
Palm Jumeirah,train,2023-10-01,18626.633778034433,18259.74385294078
Palm Jumeirah,train,2023-11-01,19358.97167201199,18858.576537295558
Palm Jumeirah,train,2023-12-01,19741.863615519735,19786.504238701087
Palm Jumeirah,train,2024-01-01,19984.406900914644,19549.923262678163
Palm Jumeirah,train,2024-02-01,19969.202990568185,20071.00973925025
Palm Jumeirah,train,2024-03-01,19901.39467737994,19858.025354515976
Palm Jumeirah,train,2024-04-01,20082.323429870714,19859.35085910822
Palm Jumeirah,train,2024-05-01,20324.79907829863,20158.888060163434
Palm Jumeirah,train,2024-06-01,20520.471791541626,20416.746896146855
Palm Jumeirah,train,2024-07-01,20350.24305250616,20561.467488937764
Palm Jumeirah,train,2024-08-01,20326.500324245568,20225.967250161993
Palm Jumeirah,train,2024-09-01,20478.395907340913,20406.78618189953
Palm Jumeirah,train,2024-10-01,21012.36779513151,20640.532976894006
Palm Jumeirah,train,2024-11-01,21632.30418165961,21446.29204487474
Palm Jumeirah,train,2024-12-01,21864.201247432135,21815.78595590796
Palm Jumeirah,train,2025-01-01,22024.100156954373,22017.464815156134
Palm Jumeirah,train,2025-02-01,22136.39763285065,22074.281436906924
Palm Jumeirah,test,2025-03-01,23111.295,22167.72017465282
Palm Jumeirah,test,2025-04-01,22695.375,22243.710222066213
Palm Jumeirah,test,2025-05-01,21628.74,22334.281328547564
Palm Jumeirah,test,2025-06-01,22390.559999999998,22395.636090806333
Palm Jumeirah,test,2025-07-01,22474.9,22349.488695105134
Palm Jumeirah,test,2025-08-01,23333.79,22342.57121993066
Palm Jumeirah,forecast,2025-09-01,,22167.72017465282
Palm Jumeirah,forecast,2025-10-01,,22243.710222066213
Palm Jumeirah,forecast,2025-11-01,,22334.281328547564
Palm Jumeirah,forecast,2025-12-01,,22395.636090806333
Palm Jumeirah,forecast,2026-01-01,,22349.488695105134
Palm Jumeirah,forecast,2026-02-01,,22342.57121993066
Wadi Al Safa 5,train,2022-09-01,7538.2389645627945,8282.533120116048
Wadi Al Safa 5,train,2022-10-01,7715.243522233426,8282.533120116048
Wadi Al Safa 5,train,2022-11-01,7877.026840241356,7808.990181292189
Wadi Al Safa 5,train,2022-12-01,7984.729444904416,7933.293246956446
Wadi Al Safa 5,train,2023-01-01,7501.515719181283,7900.48687565809
Wadi Al Safa 5,train,2023-02-01,7376.86362248611,7222.811730585154
Wadi Al Safa 5,train,2023-03-01,7308.548829269152,7267.862763258294
Wadi Al Safa 5,train,2023-04-01,7625.542752462975,7181.922535688282
Wadi Al Safa 5,train,2023-05-01,8405.150201863016,8303.344849964764
Wadi Al Safa 5,train,2023-06-01,8912.072803960806,9105.578890288962
Wadi Al Safa 5,train,2023-07-01,9164.039058874489,9441.107940072727
Wadi Al Safa 5,train,2023-08-01,9216.684960735181,9304.607985283665
Wadi Al Safa 5,train,2023-09-01,8980.414721589965,9057.384087226685
Wadi Al Safa 5,train,2023-10-01,8632.890070664915,8700.633648787485
Wadi Al Safa 5,train,2023-11-01,8259.801924637279,8392.93534485931
Wadi Al Safa 5,train,2023-12-01,8130.640373396746,7975.220935899497
Wadi Al Safa 5,train,2024-01-01,8015.794149463283,8034.251854104124
Wadi Al Safa 5,train,2024-02-01,8026.963101632649,8050.017914418621
Wadi Al Safa 5,train,2024-03-01,8401.652585630325,8174.424056188961
Wadi Al Safa 5,train,2024-04-01,9310.005620438003,8867.067915544305
Wadi Al Safa 5,train,2024-05-01,10341.87332255614,10191.623353099061
Wadi Al Safa 5,train,2024-06-01,11301.38676173228,11242.005838156578
Wadi Al Safa 5,train,2024-07-01,12023.66762456359,11878.867191552617
Wadi Al Safa 5,train,2024-08-01,12441.195799589048,12291.621141357133
Wadi Al Safa 5,train,2024-09-01,12742.54063830911,12653.54130046269
Wadi Al Safa 5,train,2024-10-01,12621.792166239939,12795.158905812536
Wadi Al Safa 5,train,2024-11-01,12659.500069689728,12425.350267357968
Wadi Al Safa 5,train,2024-12-01,13050.228276271753,12853.359714899309
Wadi Al Safa 5,train,2025-01-01,13411.240165746101,13272.742366744003
Wadi Al Safa 5,train,2025-02-01,13845.917937733244,14002.389086253828
Wadi Al Safa 5,test,2025-03-01,12695.09,14339.259812697197
Wadi Al Safa 5,test,2025-04-01,13193.02,14894.134398658858
Wadi Al Safa 5,test,2025-05-01,13133.96,15466.842180314245
Wadi Al Safa 5,test,2025-06-01,13823.605,15914.343715092615
Wadi Al Safa 5,test,2025-07-01,14299.439999999999,16237.419444137684
Wadi Al Safa 5,test,2025-08-01,15251.29,16499.776148182897
Wadi Al Safa 5,forecast,2025-09-01,,14339.259812697197
Wadi Al Safa 5,forecast,2025-10-01,,14894.134398658858
Wadi Al Safa 5,forecast,2025-11-01,,15466.842180314245
Wadi Al Safa 5,forecast,2025-12-01,,15914.343715092615
Wadi Al Safa 5,forecast,2026-01-01,,16237.419444137684
Wadi Al Safa 5,forecast,2026-02-01,,16499.776148182897
