Area,Model,Dataset,Date,Actual,Predicted
Al Merkadh,SARIMA,Train,2024-10-01,20488.1,21244.730402488396
Al Merkadh,SARIMA,Train,2024-11-01,19095.975,20800.880341189095
Al Merkadh,SARIMA,Train,2024-12-01,20954.23,19837.804365662163
Al Merkadh,SARIMA,Test,2025-01-01,19765.86,19730.72717366491
Al Merkadh,SARIMA,Test,2025-02-01,19905.21,18927.126923795266
Al Merkadh,SARIMA,Test,2025-03-01,20186.89,18610.578909890588
Al Merkadh,SARIMA,Test,2025-04-01,21706.59,18366.484569982647
Al Merkadh,SARIMA,Test,2025-05-01,20823.69,19612.76046774759
Al Merkadh,SARIMA,Test,2025-06-01,20386.46,18983.82843826695
Al Merkadh,SARIMA,Test,2025-07-01,20309.48,20337.925451776733
Al Merkadh,SARIMA,Test,2025-08-01,20633.92,20123.616739969733
Al Merkadh,Prophet,Train,2022-09-01,16655.85,18600.71088001791
Al Merkadh,Prophet,Train,2022-10-01,19105.515,18774.09070620264
Al Merkadh,Prophet,Train,2022-11-01,20660.58,19141.075179861837
Al Merkadh,Prophet,Train,2022-12-01,20416.1,20287.12997526057
Al Merkadh,Prophet,Train,2023-01-01,19566.0,19228.427664375882
Al Merkadh,Prophet,Train,2023-02-01,18998.26,18851.463771635106
Al Merkadh,Prophet,Train,2023-03-01,19375.14,19354.29662537905
Al Merkadh,Prophet,Train,2023-04-01,18064.190000000002,17996.89081424468
Al Merkadh,Prophet,Train,2023-05-01,18998.26,18921.404365321137
Al Merkadh,Prophet,Train,2023-06-01,17042.010000000002,16991.056411786507
Al Merkadh,Prophet,Train,2023-07-01,19644.2,19643.231330224906
Al Merkadh,Prophet,Train,2023-08-01,19913.2,19970.96487005769
Al Merkadh,Prophet,Train,2023-09-01,19945.49,18785.058228677743
Al Merkadh,Prophet,Train,2023-10-01,18844.96,19260.638921174577
Al Merkadh,Prophet,Train,2023-11-01,19091.879999999997,20298.95966586189
Al Merkadh,Prophet,Train,2023-12-01,21021.56,21273.38900458832
Al Merkadh,Prophet,Train,2024-01-01,19315.81,19654.802468875794
Al Merkadh,Prophet,Train,2024-02-01,18282.07,18430.498000049934
Al Merkadh,Prophet,Train,2024-03-01,17648.51,17670.943820514563
Al Merkadh,Prophet,Train,2024-04-01,17785.305,17853.427316927373
Al Merkadh,Prophet,Train,2024-05-01,19240.66,19317.140377721615
Al Merkadh,Prophet,Train,2024-06-01,19080.71,19130.757771997647
Al Merkadh,Prophet,Train,2024-07-01,20080.32,20079.7830524523
Al Merkadh,Prophet,Train,2024-08-01,19610.730000000003,19551.60490520466
Al Merkadh,Prophet,Train,2024-09-01,21567.96,20780.743804269947
Al Merkadh,Prophet,Train,2024-10-01,20488.1,20403.58374381528
Al Merkadh,Prophet,Train,2024-11-01,19095.975,19408.65888894624
Al Merkadh,Prophet,Train,2024-12-01,20954.23,20832.266513266368
Al Merkadh,Prophet,Test,2025-01-01,19765.86,20876.61934417027
Al Merkadh,Prophet,Test,2025-02-01,19905.21,22280.316178469704
Al Merkadh,Prophet,Test,2025-03-01,20186.89,19068.573101542504
Al Merkadh,Prophet,Test,2025-04-01,21706.59,18761.07389986002
Al Merkadh,Prophet,Test,2025-05-01,20823.69,20052.021776364083
Al Merkadh,Prophet,Test,2025-06-01,20386.46,19273.298219817043
Al Merkadh,Prophet,Test,2025-07-01,20309.48,20779.782243073874
Al Merkadh,Prophet,Test,2025-08-01,20633.92,20550.192626778116
Al Thanyah Fifth,ARIMA,Train,2022-09-01,9786.21,15212.004460409391
Al Thanyah Fifth,ARIMA,Train,2022-10-01,10058.11,11389.528072867239
Al Thanyah Fifth,ARIMA,Train,2022-11-01,11648.88,12164.734298438994
Al Thanyah Fifth,ARIMA,Train,2022-12-01,11129.28,13561.443479818292
Al Thanyah Fifth,ARIMA,Train,2023-01-01,11530.98,12559.067668052276
Al Thanyah Fifth,ARIMA,Train,2023-02-01,11321.465,13103.052663553066
Al Thanyah Fifth,ARIMA,Train,2023-03-01,11213.974999999999,12776.82788985777
Al Thanyah Fifth,ARIMA,Train,2023-04-01,11201.285,12744.606057668356
Al Thanyah Fifth,ARIMA,Train,2023-05-01,14189.585,12767.712177272278
Al Thanyah Fifth,ARIMA,Train,2023-06-01,21977.84,15561.682035487112
Al Thanyah Fifth,ARIMA,Train,2023-07-01,22280.07,21860.98071520826
Al Thanyah Fifth,ARIMA,Train,2023-08-01,19273.85,19610.571661519523
Al Thanyah Fifth,ARIMA,Train,2023-09-01,17433.91,16705.719913489072
Al Thanyah Fifth,ARIMA,Train,2023-10-01,14125.83,15965.528565194982
Al Thanyah Fifth,ARIMA,Train,2023-11-01,12593.78,13475.449825885878
Al Thanyah Fifth,ARIMA,Train,2023-12-01,15743.23,13120.859296452676
Al Thanyah Fifth,ARIMA,Train,2024-01-01,17426.129999999997,16559.33912178853
Al Thanyah Fifth,ARIMA,Train,2024-02-01,14822.8,17106.344472401743
Al Thanyah Fifth,ARIMA,Train,2024-03-01,13486.74,14128.663081297862
Al Thanyah Fifth,ARIMA,Train,2024-04-01,13407.845000000001,13727.877565611356
Al Thanyah Fifth,ARIMA,Train,2024-05-01,15236.555,14088.679124086877
Al Thanyah Fifth,ARIMA,Train,2024-06-01,14093.05,15821.597164566087
Al Thanyah Fifth,ARIMA,Train,2024-07-01,14241.075,14159.377840232159
Al Thanyah Fifth,ARIMA,Train,2024-08-01,22216.61,14669.414754330777
Al Thanyah Fifth,ARIMA,Train,2024-09-01,20771.23,22067.150303582184
Al Thanyah Fifth,ARIMA,Train,2024-10-01,21425.965,18124.292864139672
Al Thanyah Fifth,ARIMA,Train,2024-11-01,17417.73,19205.551596053447
Al Thanyah Fifth,ARIMA,Train,2024-12-01,16748.26,15250.60308763104
Al Thanyah Fifth,ARIMA,Test,2025-01-01,19021.3,15928.982427580137
Al Thanyah Fifth,ARIMA,Test,2025-02-01,17031.57,15381.810856738233
Al Thanyah Fifth,ARIMA,Test,2025-03-01,17655.9,15137.38849213591
Al Thanyah Fifth,ARIMA,Test,2025-04-01,24525.135000000002,15087.126560003242
Al Thanyah Fifth,ARIMA,Test,2025-05-01,20635.02,15119.683309753425
Al Thanyah Fifth,ARIMA,Test,2025-06-01,18807.09,15166.421990323615
Al Thanyah Fifth,ARIMA,Test,2025-07-01,16131.28,15199.469965998735
Al Thanyah Fifth,ARIMA,Test,2025-08-01,19259.809999999998,15215.12480419199
Al Thanyah Fifth,SARIMA,Train,2022-09-01,9786.21,9786.21
Al Thanyah Fifth,SARIMA,Train,2022-10-01,10058.11,9786.209999999986
Al Thanyah Fifth,SARIMA,Train,2022-11-01,11648.88,10058.109999999997
Al Thanyah Fifth,SARIMA,Train,2022-12-01,11129.28,11648.879999999994
Al Thanyah Fifth,SARIMA,Train,2023-01-01,11530.98,11129.280000000004
Al Thanyah Fifth,SARIMA,Train,2023-02-01,11321.465,11530.980000000009
Al Thanyah Fifth,SARIMA,Train,2023-03-01,11213.974999999999,11321.465000000002
Al Thanyah Fifth,SARIMA,Train,2023-04-01,11201.285,11213.974999999991
Al Thanyah Fifth,SARIMA,Train,2023-05-01,14189.585,11201.284999999998
Al Thanyah Fifth,SARIMA,Train,2023-06-01,21977.84,14189.585
Al Thanyah Fifth,SARIMA,Train,2023-07-01,22280.07,21977.840000000004
Al Thanyah Fifth,SARIMA,Train,2023-08-01,19273.85,22280.070000000003
Al Thanyah Fifth,SARIMA,Train,2023-09-01,17433.91,23558.391656404943
Al Thanyah Fifth,SARIMA,Train,2023-10-01,14125.83,17558.62849319263
Al Thanyah Fifth,SARIMA,Train,2023-11-01,12593.78,14855.504282515796
Al Thanyah Fifth,SARIMA,Train,2023-12-01,15743.23,12355.443372332138
Al Thanyah Fifth,SARIMA,Train,2024-01-01,17426.129999999997,15927.4867808587
Al Thanyah Fifth,SARIMA,Train,2024-02-01,14822.8,17330.027038980304
Al Thanyah Fifth,SARIMA,Train,2024-03-01,13486.74,14773.495142209355
Al Thanyah Fifth,SARIMA,Train,2024-04-01,13407.845000000001,13480.919192061
Al Thanyah Fifth,SARIMA,Train,2024-05-01,15236.555,14778.555824595609
Al Thanyah Fifth,SARIMA,Train,2024-06-01,14093.05,18808.96922655385
Al Thanyah Fifth,SARIMA,Train,2024-07-01,14241.075,14231.680636990102
Al Thanyah Fifth,SARIMA,Train,2024-08-01,22216.61,12862.144405643407
Al Thanyah Fifth,SARIMA,Train,2024-09-01,20771.23,26623.27662321502
Al Thanyah Fifth,SARIMA,Train,2024-10-01,21425.965,19498.059990645394
Al Thanyah Fifth,SARIMA,Train,2024-11-01,17417.73,21668.968943593885
Al Thanyah Fifth,SARIMA,Train,2024-12-01,16748.26,18481.641393310165
Al Thanyah Fifth,SARIMA,Test,2025-01-01,19021.3,17702.90825557269
Al Thanyah Fifth,SARIMA,Test,2025-02-01,17031.57,16460.255706077107
Al Thanyah Fifth,SARIMA,Test,2025-03-01,17655.9,15822.531832873125
Al Thanyah Fifth,SARIMA,Test,2025-04-01,24525.135000000002,15781.26866766848
Al Thanyah Fifth,SARIMA,Test,2025-05-01,20635.02,18269.105611409086
Al Thanyah Fifth,SARIMA,Test,2025-06-01,18807.09,22202.536141229604
Al Thanyah Fifth,SARIMA,Test,2025-07-01,16131.28,22438.213389316876
Al Thanyah Fifth,SARIMA,Test,2025-08-01,19259.809999999998,24171.567437378602
Al Thanyah Fifth,Prophet,Train,2022-09-01,9786.21,13244.18199255083
Al Thanyah Fifth,Prophet,Train,2022-10-01,10058.11,12159.307241952536
Al Thanyah Fifth,Prophet,Train,2022-11-01,11648.88,11265.907271830838
Al Thanyah Fifth,Prophet,Train,2022-12-01,11129.28,12291.123272897528
Al Thanyah Fifth,Prophet,Train,2023-01-01,11530.98,11067.811394945147
Al Thanyah Fifth,Prophet,Train,2023-02-01,11321.465,12887.39643544495
Al Thanyah Fifth,Prophet,Train,2023-03-01,11213.974999999999,9932.197109437482
Al Thanyah Fifth,Prophet,Train,2023-04-01,11201.285,9375.155253184093
Al Thanyah Fifth,Prophet,Train,2023-05-01,14189.585,12066.780999604096
Al Thanyah Fifth,Prophet,Train,2023-06-01,21977.84,19888.260931658006
Al Thanyah Fifth,Prophet,Train,2023-07-01,22280.07,20546.829022612124
Al Thanyah Fifth,Prophet,Train,2023-08-01,19273.85,18162.820899830633
Al Thanyah Fifth,Prophet,Train,2023-09-01,17433.91,14643.170757518554
Al Thanyah Fifth,Prophet,Train,2023-10-01,14125.83,12837.915667003725
Al Thanyah Fifth,Prophet,Train,2023-11-01,12593.78,13324.056019415846
Al Thanyah Fifth,Prophet,Train,2023-12-01,15743.23,15472.89395887952
Al Thanyah Fifth,Prophet,Train,2024-01-01,17426.129999999997,17903.221315843308
Al Thanyah Fifth,Prophet,Train,2024-02-01,14822.8,13283.43205123596
Al Thanyah Fifth,Prophet,Train,2024-03-01,13486.74,14785.778374802494
Al Thanyah Fifth,Prophet,Train,2024-04-01,13407.845000000001,15254.380424211402
Al Thanyah Fifth,Prophet,Train,2024-05-01,15236.555,17363.659364836432
Al Thanyah Fifth,Prophet,Train,2024-06-01,14093.05,16185.664410170994
Al Thanyah Fifth,Prophet,Train,2024-07-01,14241.075,15964.453678958009
Al Thanyah Fifth,Prophet,Train,2024-08-01,22216.61,23318.499394025916
Al Thanyah Fifth,Prophet,Train,2024-09-01,20771.23,20092.950770555326
Al Thanyah Fifth,Prophet,Train,2024-10-01,21425.965,20605.68070926984
Al Thanyah Fifth,Prophet,Train,2024-11-01,17417.73,17071.736165154358
Al Thanyah Fifth,Prophet,Train,2024-12-01,16748.26,15866.721337876994
Al Thanyah Fifth,Prophet,Test,2025-01-01,19021.3,7013.712493014322
Al Thanyah Fifth,Prophet,Test,2025-02-01,17031.57,21567.461075289244
Al Thanyah Fifth,Prophet,Test,2025-03-01,17655.9,16414.49344612741
Al Thanyah Fifth,Prophet,Test,2025-04-01,24525.135000000002,16521.76076194152
Al Thanyah Fifth,Prophet,Test,2025-05-01,20635.02,18775.50671024417
Al Thanyah Fifth,Prophet,Test,2025-06-01,18807.09,20611.076478046787
Al Thanyah Fifth,Prophet,Test,2025-07-01,16131.28,20784.841293126523
Al Thanyah Fifth,Prophet,Test,2025-08-01,19259.809999999998,24916.948515150278
Al Warsan First,ARIMA,Train,2022-09-01,4791.69,48.50453395414205
Al Warsan First,ARIMA,Train,2022-10-01,5109.68,4616.768212237159
Al Warsan First,ARIMA,Train,2022-11-01,4963.9,4921.049567881479
Al Warsan First,ARIMA,Train,2022-12-01,4592.844999999999,5045.9334342388765
Al Warsan First,ARIMA,Train,2023-01-01,4792.735000000001,5010.985094475081
Al Warsan First,ARIMA,Train,2023-02-01,5509.035,4937.253685503119
Al Warsan First,ARIMA,Train,2023-03-01,4925.92,5020.695471192241
Al Warsan First,ARIMA,Train,2023-04-01,5586.59,5231.998448829196
Al Warsan First,ARIMA,Train,2023-05-01,4955.22,5155.424666557233
Al Warsan First,ARIMA,Train,2023-06-01,5505.62,5355.080861158101
Al Warsan First,ARIMA,Train,2023-07-01,5227.27,5256.029201151902
Al Warsan First,ARIMA,Train,2023-08-01,5252.355,5416.724653511313
Al Warsan First,ARIMA,Train,2023-09-01,5328.69,5404.300508253465
Al Warsan First,ARIMA,Train,2023-10-01,5443.49,5440.063951235297
Al Warsan First,ARIMA,Train,2023-11-01,5352.37,5485.315776316217
Al Warsan First,ARIMA,Train,2023-12-01,5295.045,5551.065887334514
Al Warsan First,ARIMA,Train,2024-01-01,5313.0,5573.86579546043
Al Warsan First,ARIMA,Train,2024-02-01,5524.37,5593.5379429446475
Al Warsan First,ARIMA,Train,2024-03-01,5570.83,5614.22498665315
Al Warsan First,ARIMA,Train,2024-04-01,5708.62,5685.347146717544
Al Warsan First,ARIMA,Train,2024-05-01,5895.52,5724.375745014725
Al Warsan First,ARIMA,Train,2024-06-01,5798.36,5779.355614597764
Al Warsan First,ARIMA,Train,2024-07-01,5916.575,5866.9766818185835
Al Warsan First,ARIMA,Train,2024-08-01,5970.15,5887.552180208557
Al Warsan First,ARIMA,Train,2024-09-01,5943.4400000000005,5950.056929320722
Al Warsan First,ARIMA,Train,2024-10-01,6044.78,6007.820508384869
Al Warsan First,ARIMA,Train,2024-11-01,6115.48,6040.347102476217
Al Warsan First,ARIMA,Train,2024-12-01,6205.365,6097.643450366922
Al Warsan First,ARIMA,Test,2025-01-01,6441.035,6149.354672555689
Al Warsan First,ARIMA,Test,2025-02-01,6666.67,6216.392482136216
Al Warsan First,ARIMA,Test,2025-03-01,6548.72,6246.782220588283
Al Warsan First,ARIMA,Test,2025-04-01,6417.91,6300.232595255085
Al Warsan First,ARIMA,Test,2025-05-01,6587.105,6345.394746264766
Al Warsan First,ARIMA,Test,2025-06-01,6425.9349999999995,6395.044734563285
Al Warsan First,ARIMA,Test,2025-07-01,6605.924999999999,6442.90533372475
Al Warsan First,ARIMA,Test,2025-08-01,6722.83,6491.6599372235605
Al Warsan First,SARIMA,Train,2022-09-01,4791.69,4791.69
Al Warsan First,SARIMA,Train,2022-10-01,5109.68,4584.058717252162
Al Warsan First,SARIMA,Train,2022-11-01,4963.9,5131.034949326049
Al Warsan First,SARIMA,Train,2022-12-01,4592.844999999999,4990.460548380712
Al Warsan First,SARIMA,Train,2023-01-01,4792.735000000001,4620.45134292865
Al Warsan First,SARIMA,Train,2023-02-01,5509.035,4768.935535476377
Al Warsan First,SARIMA,Train,2023-03-01,4925.92,5454.155534047888
Al Warsan First,SARIMA,Train,2023-04-01,5586.59,4986.826604124593
Al Warsan First,SARIMA,Train,2023-05-01,4955.22,5525.296147214212
Al Warsan First,SARIMA,Train,2023-06-01,5505.62,5015.93994802174
Al Warsan First,SARIMA,Train,2023-07-01,5227.27,5452.0806000409275
Al Warsan First,SARIMA,Train,2023-08-01,5252.355,5257.591175009912
Al Warsan First,SARIMA,Train,2023-09-01,5328.69,7773.825396755556
Al Warsan First,SARIMA,Train,2023-10-01,5443.49,5981.700015531127
Al Warsan First,SARIMA,Train,2023-11-01,5352.37,5578.783400451957
Al Warsan First,SARIMA,Train,2023-12-01,5295.045,5085.469160863128
Al Warsan First,SARIMA,Train,2024-01-01,5313.0,5171.3503540035545
Al Warsan First,SARIMA,Train,2024-02-01,5524.37,5973.410066272905
Al Warsan First,SARIMA,Train,2024-03-01,5570.83,5520.944417989386
Al Warsan First,SARIMA,Train,2024-04-01,5708.62,5937.7650733856735
Al Warsan First,SARIMA,Train,2024-05-01,5895.52,5365.232048392277
Al Warsan First,SARIMA,Train,2024-06-01,5798.36,5715.955018173758
Al Warsan First,SARIMA,Train,2024-07-01,5916.575,5712.54083082587
Al Warsan First,SARIMA,Train,2024-08-01,5970.15,5752.790586042433
Al Warsan First,SARIMA,Train,2024-09-01,5943.4400000000005,5908.142256571139
Al Warsan First,SARIMA,Train,2024-10-01,6044.78,6135.624184704239
Al Warsan First,SARIMA,Train,2024-11-01,6115.48,6076.868221890898
Al Warsan First,SARIMA,Train,2024-12-01,6205.365,5964.640920563315
Al Warsan First,SARIMA,Test,2025-01-01,6441.035,5968.512451451216
Al Warsan First,SARIMA,Test,2025-02-01,6666.67,6310.483000058376
Al Warsan First,SARIMA,Test,2025-03-01,6548.72,6356.943000058376
Al Warsan First,SARIMA,Test,2025-04-01,6417.91,6494.733000058376
Al Warsan First,SARIMA,Test,2025-05-01,6587.105,6681.633000058377
Al Warsan First,SARIMA,Test,2025-06-01,6425.9349999999995,6584.473000058376
Al Warsan First,SARIMA,Test,2025-07-01,6605.924999999999,6702.688000058376
Al Warsan First,SARIMA,Test,2025-08-01,6722.83,6756.263000058376
Al Warsan First,Prophet,Train,2022-09-01,4791.69,4832.712467530974
Al Warsan First,Prophet,Train,2022-10-01,5109.68,5013.847282597505
Al Warsan First,Prophet,Train,2022-11-01,4963.9,4934.869962414332
Al Warsan First,Prophet,Train,2022-12-01,4592.844999999999,4792.758240169849
Al Warsan First,Prophet,Train,2023-01-01,4792.735000000001,4701.645837559701
Al Warsan First,Prophet,Train,2023-02-01,5509.035,5384.044227061824
Al Warsan First,Prophet,Train,2023-03-01,4925.92,4967.825393600003
Al Warsan First,Prophet,Train,2023-04-01,5586.59,5616.7056927929625
Al Warsan First,Prophet,Train,2023-05-01,4955.22,4971.823611596146
Al Warsan First,Prophet,Train,2023-06-01,5505.62,5507.731753612889
Al Warsan First,Prophet,Train,2023-07-01,5227.27,5218.104483361584
Al Warsan First,Prophet,Train,2023-08-01,5252.355,5237.382221958984
Al Warsan First,Prophet,Train,2023-09-01,5328.69,5286.410411253468
Al Warsan First,Prophet,Train,2023-10-01,5443.49,5498.534075188571
Al Warsan First,Prophet,Train,2023-11-01,5352.37,5373.308162381133
Al Warsan First,Prophet,Train,2023-12-01,5295.045,5178.162544060969
Al Warsan First,Prophet,Train,2024-01-01,5313.0,5403.837207022287
Al Warsan First,Prophet,Train,2024-02-01,5524.37,5648.995812551477
Al Warsan First,Prophet,Train,2024-03-01,5570.83,5529.271623660671
Al Warsan First,Prophet,Train,2024-04-01,5708.62,5678.73287510505
Al Warsan First,Prophet,Train,2024-05-01,5895.52,5879.279898080449
Al Warsan First,Prophet,Train,2024-06-01,5798.36,5796.576326608072
Al Warsan First,Prophet,Train,2024-07-01,5916.575,5925.94005852429
Al Warsan First,Prophet,Train,2024-08-01,5970.15,5985.187815287861
Al Warsan First,Prophet,Train,2024-09-01,5943.4400000000005,5944.618344521513
Al Warsan First,Prophet,Train,2024-10-01,6044.78,6085.3636860980405
Al Warsan First,Prophet,Train,2024-11-01,6115.48,6123.25182880983
Al Warsan First,Prophet,Train,2024-12-01,6205.365,6121.899907892004
Al Warsan First,Prophet,Test,2025-01-01,6441.035,5409.733761175199
Al Warsan First,Prophet,Test,2025-02-01,6666.67,7037.942340315686
Al Warsan First,Prophet,Test,2025-03-01,6548.72,6261.664579311429
Al Warsan First,Prophet,Test,2025-04-01,6417.91,6590.473657141029
Al Warsan First,Prophet,Test,2025-05-01,6587.105,6517.903777600872
Al Warsan First,Prophet,Test,2025-06-01,6425.9349999999995,6649.029445436464
Al Warsan First,Prophet,Test,2025-07-01,6605.924999999999,6648.985678255444
Al Warsan First,Prophet,Test,2025-08-01,6722.83,6701.666820638875
Al Yelayiss 2,ARIMA,Train,2022-09-01,8486.295,8486.295
Al Yelayiss 2,ARIMA,Train,2022-10-01,8421.99,8486.295
Al Yelayiss 2,ARIMA,Train,2022-11-01,8385.24,8421.99
Al Yelayiss 2,ARIMA,Train,2022-12-01,8440.61,8385.24
Al Yelayiss 2,ARIMA,Train,2023-01-01,13445.41,8440.61
Al Yelayiss 2,ARIMA,Train,2023-02-01,12592.08,13445.41
Al Yelayiss 2,ARIMA,Train,2023-03-01,11060.145,12592.08
Al Yelayiss 2,ARIMA,Train,2023-04-01,10879.52,11060.145
Al Yelayiss 2,ARIMA,Train,2023-05-01,10091.04,10879.52
Al Yelayiss 2,ARIMA,Train,2023-06-01,10764.97,10091.04
Al Yelayiss 2,ARIMA,Train,2023-07-01,10380.880000000001,10764.97
Al Yelayiss 2,ARIMA,Train,2023-08-01,11026.61,10380.880000000001
Al Yelayiss 2,ARIMA,Train,2023-09-01,11159.015,11026.61
Al Yelayiss 2,ARIMA,Train,2023-10-01,10650.48,11159.015
Al Yelayiss 2,ARIMA,Train,2023-11-01,11312.165,10650.48
Al Yelayiss 2,ARIMA,Train,2023-12-01,12370.279999999999,11312.165
Al Yelayiss 2,ARIMA,Train,2024-01-01,12339.71,12370.279999999999
Al Yelayiss 2,ARIMA,Train,2024-02-01,12636.11,12339.71
Al Yelayiss 2,ARIMA,Train,2024-03-01,12223.55,12636.11
Al Yelayiss 2,ARIMA,Train,2024-04-01,12216.03,12223.55
Al Yelayiss 2,ARIMA,Train,2024-05-01,12305.84,12216.03
Al Yelayiss 2,ARIMA,Train,2024-06-01,13022.880000000001,12305.84
Al Yelayiss 2,ARIMA,Train,2024-07-01,11489.53,13022.880000000001
Al Yelayiss 2,ARIMA,Train,2024-08-01,12146.89,11489.53
Al Yelayiss 2,ARIMA,Train,2024-09-01,12694.955,12146.89
Al Yelayiss 2,ARIMA,Train,2024-10-01,12071.16,12694.955
Al Yelayiss 2,ARIMA,Train,2024-11-01,11912.03,12071.16
Al Yelayiss 2,ARIMA,Train,2024-12-01,12876.62,11912.03
Al Yelayiss 2,ARIMA,Test,2025-01-01,14004.95,12876.62
Al Yelayiss 2,ARIMA,Test,2025-02-01,14293.905,12876.62
Al Yelayiss 2,ARIMA,Test,2025-03-01,13885.51,12876.62
Al Yelayiss 2,ARIMA,Test,2025-04-01,13866.985,12876.62
Al Yelayiss 2,ARIMA,Test,2025-05-01,14698.81,12876.62
Al Yelayiss 2,ARIMA,Test,2025-06-01,13903.244999999999,12876.62
Al Yelayiss 2,ARIMA,Test,2025-07-01,13633.685,12876.62
Al Yelayiss 2,ARIMA,Test,2025-08-01,14188.07,12876.62
Al Yelayiss 2,SARIMA,Train,2022-09-01,8486.295,8486.295
Al Yelayiss 2,SARIMA,Train,2022-10-01,8421.99,8486.294999999867
Al Yelayiss 2,SARIMA,Train,2022-11-01,8385.24,8421.990000000022
Al Yelayiss 2,SARIMA,Train,2022-12-01,8440.61,8385.239999999983
Al Yelayiss 2,SARIMA,Train,2023-01-01,13445.41,8440.609999999955
Al Yelayiss 2,SARIMA,Train,2023-02-01,12592.08,13445.40999999995
Al Yelayiss 2,SARIMA,Train,2023-03-01,11060.145,12592.080000000002
Al Yelayiss 2,SARIMA,Train,2023-04-01,10879.52,11060.145000000095
Al Yelayiss 2,SARIMA,Train,2023-05-01,10091.04,10879.520000000277
Al Yelayiss 2,SARIMA,Train,2023-06-01,10764.97,10091.040000000234
Al Yelayiss 2,SARIMA,Train,2023-07-01,10380.880000000001,10764.970000000118
Al Yelayiss 2,SARIMA,Train,2023-08-01,11026.61,10380.880000000263
Al Yelayiss 2,SARIMA,Train,2023-09-01,11159.015,15297.695563380781
Al Yelayiss 2,SARIMA,Train,2023-10-01,10650.48,11115.83540969016
Al Yelayiss 2,SARIMA,Train,2023-11-01,11312.165,10625.803070618176
Al Yelayiss 2,SARIMA,Train,2023-12-01,12370.279999999999,11349.344906934974
Al Yelayiss 2,SARIMA,Train,2024-01-01,12339.71,15730.90846719579
Al Yelayiss 2,SARIMA,Train,2024-02-01,12636.11,11766.715057162462
Al Yelayiss 2,SARIMA,Train,2024-03-01,12223.55,11607.444644562243
Al Yelayiss 2,SARIMA,Train,2024-04-01,12216.03,12102.263731440158
Al Yelayiss 2,SARIMA,Train,2024-05-01,12305.84,11686.580604656112
Al Yelayiss 2,SARIMA,Train,2024-06-01,13022.880000000001,12758.371238590144
Al Yelayiss 2,SARIMA,Train,2024-07-01,11489.53,12764.970835205133
Al Yelayiss 2,SARIMA,Train,2024-08-01,12146.89,11923.125472370906
Al Yelayiss 2,SARIMA,Train,2024-09-01,12694.955,13195.914684185522
Al Yelayiss 2,SARIMA,Train,2024-10-01,12071.16,12574.39276186261
Al Yelayiss 2,SARIMA,Train,2024-11-01,11912.03,12204.93656590661
Al Yelayiss 2,SARIMA,Train,2024-12-01,12876.62,12147.844141638328
Al Yelayiss 2,SARIMA,Test,2025-01-01,14004.95,13829.92416838876
Al Yelayiss 2,SARIMA,Test,2025-02-01,14293.905,13729.356199882017
Al Yelayiss 2,SARIMA,Test,2025-03-01,13885.51,13347.76095499542
Al Yelayiss 2,SARIMA,Test,2025-04-01,13866.985,13311.520603897432
Al Yelayiss 2,SARIMA,Test,2025-05-01,14698.81,13179.421514283304
Al Yelayiss 2,SARIMA,Test,2025-06-01,13903.244999999999,13461.271870562086
Al Yelayiss 2,SARIMA,Test,2025-07-01,13633.685,13061.273661604502
Al Yelayiss 2,SARIMA,Test,2025-08-01,14188.07,13325.014366824764
Al Yelayiss 2,Prophet,Train,2022-09-01,8486.295,8874.069982778341
Al Yelayiss 2,Prophet,Train,2022-10-01,8421.99,8521.007573887817
Al Yelayiss 2,Prophet,Train,2022-11-01,8385.24,8795.72868623909
Al Yelayiss 2,Prophet,Train,2022-12-01,8440.61,9525.954985238155
Al Yelayiss 2,Prophet,Train,2023-01-01,13445.41,12620.087869688576
Al Yelayiss 2,Prophet,Train,2023-02-01,12592.08,11583.40510637904
Al Yelayiss 2,Prophet,Train,2023-03-01,11060.145,11331.879324613601
Al Yelayiss 2,Prophet,Train,2023-04-01,10879.52,10985.02034913013
Al Yelayiss 2,Prophet,Train,2023-05-01,10091.04,10026.162018356063
Al Yelayiss 2,Prophet,Train,2023-06-01,10764.97,10545.723562769726
Al Yelayiss 2,Prophet,Train,2023-07-01,10380.880000000001,10067.527107314596
Al Yelayiss 2,Prophet,Train,2023-08-01,11026.61,10702.720756878363
Al Yelayiss 2,Prophet,Train,2023-09-01,11159.015,10620.448410680036
Al Yelayiss 2,Prophet,Train,2023-10-01,10650.48,10421.034407467836
Al Yelayiss 2,Prophet,Train,2023-11-01,11312.165,11035.364655900536
Al Yelayiss 2,Prophet,Train,2023-12-01,12370.279999999999,11805.932966581317
Al Yelayiss 2,Prophet,Train,2024-01-01,12339.71,13163.765882470558
Al Yelayiss 2,Prophet,Train,2024-02-01,12636.11,13643.57219202703
Al Yelayiss 2,Prophet,Train,2024-03-01,12223.55,11956.426328800577
Al Yelayiss 2,Prophet,Train,2024-04-01,12216.03,12114.739173811775
Al Yelayiss 2,Prophet,Train,2024-05-01,12305.84,12374.914403740851
Al Yelayiss 2,Prophet,Train,2024-06-01,13022.880000000001,13246.062906152896
Al Yelayiss 2,Prophet,Train,2024-07-01,11489.53,11803.856652860282
Al Yelayiss 2,Prophet,Train,2024-08-01,12146.89,12470.75630966575
Al Yelayiss 2,Prophet,Train,2024-09-01,12694.955,12844.36239738903
