Area,Model,Dataset,Date,Actual,Predicted
Al Hebiah First,ARIMA,Train,2024-06-01,7241.465,8111.519161800068
Al Hebiah First,ARIMA,Train,2024-07-01,7417.16,6969.782746578315
Al Hebiah First,ARIMA,Train,2024-08-01,9083.970000000001,7792.761684111984
Al Hebiah First,ARIMA,Train,2024-09-01,19697.945,8766.844443473878
Al Hebiah First,ARIMA,Train,2024-10-01,20370.714999999997,18995.519779752492
Al Hebiah First,ARIMA,Train,2024-11-01,11717.99,14062.90456590028
Al Hebiah First,ARIMA,Train,2024-12-01,20021.15,15035.757144423542
Al Hebiah First,ARIMA,Test,2025-01-01,13724.015,23611.244205102885
Al Hebiah First,ARIMA,Test,2025-02-01,20074.67,16178.561724743759
Al Hebiah First,ARIMA,Test,2025-03-01,20236.345,18351.336918194687
Al Hebiah First,ARIMA,Test,2025-04-01,19105.885000000002,21775.58793127564
Al Hebiah First,ARIMA,Test,2025-05-01,20989.6,18340.96231935825
Al Hebiah First,ARIMA,Test,2025-06-01,21151.33,18222.36464212903
Al Hebiah First,ARIMA,Test,2025-07-01,21151.3,20477.722919265605
Al Hebiah First,ARIMA,Test,2025-08-01,20774.45,19201.054640824328
Al Hebiah First,SARIMA,Train,2022-09-01,6280.16,6280.16
Al Hebiah First,SARIMA,Train,2022-10-01,6674.12,3250.206099654397
Al Hebiah First,SARIMA,Train,2022-11-01,6890.74,4521.0230738923765
Al Hebiah First,SARIMA,Train,2022-12-01,7305.685,5249.491956756729
Al Hebiah First,SARIMA,Train,2023-01-01,6142.145,5815.797015586027
Al Hebiah First,SARIMA,Train,2023-02-01,5708.35,5900.065906428033
Al Hebiah First,SARIMA,Train,2023-03-01,6864.53,5852.398472716205
Al Hebiah First,SARIMA,Train,2023-04-01,6657.7,6098.533237913244
Al Hebiah First,SARIMA,Train,2023-05-01,7795.75,6232.761410614945
Al Hebiah First,SARIMA,Train,2023-06-01,8335.75,6605.121379075085
Al Hebiah First,SARIMA,Train,2023-07-01,7320.64,7015.593737484611
Al Hebiah First,SARIMA,Train,2023-08-01,7657.585,12194.193777428125
Al Hebiah First,SARIMA,Train,2023-09-01,9705.65,7657.585125861381
Al Hebiah First,SARIMA,Train,2023-10-01,7509.77,8775.438141310837
Al Hebiah First,SARIMA,Train,2023-11-01,7098.07,8234.03197898007
Al Hebiah First,SARIMA,Train,2023-12-01,6646.36,7795.20080022821
Al Hebiah First,SARIMA,Train,2024-01-01,6727.3,7369.7992137856745
Al Hebiah First,SARIMA,Train,2024-02-01,7017.34,7136.012850371131
Al Hebiah First,SARIMA,Train,2024-03-01,7882.68,7093.140777726216
Al Hebiah First,SARIMA,Train,2024-04-01,7673.96,7377.530558044201
Al Hebiah First,SARIMA,Train,2024-05-01,7565.19,7484.174213240995
Al Hebiah First,SARIMA,Train,2024-06-01,7241.465,7513.306005348173
Al Hebiah First,SARIMA,Train,2024-07-01,7417.16,7415.576904028503
Al Hebiah First,SARIMA,Train,2024-08-01,9083.970000000001,7416.145984236881
Al Hebiah First,SARIMA,Train,2024-09-01,19697.945,14295.831633011629
Al Hebiah First,SARIMA,Train,2024-10-01,20370.714999999997,16631.63920647816
Al Hebiah First,SARIMA,Train,2024-11-01,11717.99,17976.526337558967
Al Hebiah First,SARIMA,Train,2024-12-01,20021.15,16686.44598240675
Al Hebiah First,SARIMA,Test,2025-01-01,13724.015,16378.503991212994
Al Hebiah First,SARIMA,Test,2025-02-01,20074.67,15944.70899493558
Al Hebiah First,SARIMA,Test,2025-03-01,20236.345,17100.88899343983
Al Hebiah First,SARIMA,Test,2025-04-01,19105.885000000002,16894.058993430106
Al Hebiah First,SARIMA,Test,2025-05-01,20989.6,18032.108987017884
Al Hebiah First,SARIMA,Test,2025-06-01,21151.33,18572.108982575865
Al Hebiah First,SARIMA,Test,2025-07-01,21151.3,17556.998988700012
Al Hebiah First,SARIMA,Test,2025-08-01,20774.45,17893.943995522877
Al Hebiah First,Prophet,Train,2022-09-01,6280.16,8021.8544265087985
Al Hebiah First,Prophet,Train,2022-10-01,6674.12,7487.712683217655
Al Hebiah First,Prophet,Train,2022-11-01,6890.74,5585.753788140491
Al Hebiah First,Prophet,Train,2022-12-01,7305.685,7232.819905219637
Al Hebiah First,Prophet,Train,2023-01-01,6142.145,2542.9705085717924
Al Hebiah First,Prophet,Train,2023-02-01,5708.35,5800.149438686693
Al Hebiah First,Prophet,Train,2023-03-01,6864.53,5601.0650690628445
Al Hebiah First,Prophet,Train,2023-04-01,6657.7,4689.437016283933
Al Hebiah First,Prophet,Train,2023-05-01,7795.75,5726.706718909748
Al Hebiah First,Prophet,Train,2023-06-01,8335.75,6779.343370440483
Al Hebiah First,Prophet,Train,2023-07-01,7320.64,6699.321516423236
Al Hebiah First,Prophet,Train,2023-08-01,7657.585,8167.204840453572
Al Hebiah First,Prophet,Train,2023-09-01,9705.65,10171.453866964703
Al Hebiah First,Prophet,Train,2023-10-01,7509.77,9366.564164093563
Al Hebiah First,Prophet,Train,2023-11-01,7098.07,10569.462226340429
Al Hebiah First,Prophet,Train,2023-12-01,6646.36,8917.836723173297
Al Hebiah First,Prophet,Train,2024-01-01,6727.3,10362.306407630243
Al Hebiah First,Prophet,Train,2024-02-01,7017.34,6970.753252055543
Al Hebiah First,Prophet,Train,2024-03-01,7882.68,9178.495429815495
Al Hebiah First,Prophet,Train,2024-04-01,7673.96,9668.3264402048
Al Hebiah First,Prophet,Train,2024-05-01,7565.19,9638.186588669614
Al Hebiah First,Prophet,Train,2024-06-01,7241.465,8796.29397861773
Al Hebiah First,Prophet,Train,2024-07-01,7417.16,8025.145202969261
Al Hebiah First,Prophet,Train,2024-08-01,9083.970000000001,8562.163243052613
Al Hebiah First,Prophet,Train,2024-09-01,19697.945,17474.686636353723
Al Hebiah First,Prophet,Train,2024-10-01,20370.714999999997,17703.092775540124
Al Hebiah First,Prophet,Train,2024-11-01,11717.99,9559.632182675366
Al Hebiah First,Prophet,Train,2024-12-01,20021.15,17853.75372604415
Al Hebiah First,Prophet,Test,2025-01-01,13724.015,749.3151924957729
Al Hebiah First,Prophet,Test,2025-02-01,20074.67,17147.50986712778
Al Hebiah First,Prophet,Test,2025-03-01,20236.345,12604.805797549949
Al Hebiah First,Prophet,Test,2025-04-01,19105.885000000002,12630.02256804272
Al Hebiah First,Prophet,Test,2025-05-01,20989.6,12941.380178890233
Al Hebiah First,Prophet,Test,2025-06-01,21151.33,12734.927531417276
Al Hebiah First,Prophet,Test,2025-07-01,21151.3,12215.107642240993
Al Hebiah First,Prophet,Test,2025-08-01,20774.45,13100.50820362285
Al Hebiah Fourth,ARIMA,Train,2022-09-01,6080.91,6080.91
Al Hebiah Fourth,ARIMA,Train,2022-10-01,6191.87,4222.96263107561
Al Hebiah Fourth,ARIMA,Train,2022-11-01,6302.05,6149.488957617715
Al Hebiah Fourth,ARIMA,Train,2022-12-01,6432.67,6259.966877706559
Al Hebiah Fourth,ARIMA,Train,2023-01-01,6258.44,6382.779843583507
Al Hebiah Fourth,ARIMA,Train,2023-02-01,6826.46,6324.986944973554
Al Hebiah Fourth,ARIMA,Train,2023-03-01,6216.01,6609.50542453149
Al Hebiah Fourth,ARIMA,Train,2023-04-01,6410.135,6449.170664403985
Al Hebiah Fourth,ARIMA,Train,2023-05-01,6896.69,6335.989183016753
Al Hebiah Fourth,ARIMA,Train,2023-06-01,7265.69,6710.8508861183045
Al Hebiah Fourth,ARIMA,Train,2023-07-01,7969.545,7124.7508810466525
Al Hebiah Fourth,ARIMA,Train,2023-08-01,7574.12,7700.708404956888
Al Hebiah Fourth,ARIMA,Train,2023-09-01,7686.55,7725.152116835033
Al Hebiah Fourth,ARIMA,Train,2023-10-01,8068.13,7643.607492834893
Al Hebiah Fourth,ARIMA,Train,2023-11-01,7548.455,7922.385964741956
Al Hebiah Fourth,ARIMA,Train,2023-12-01,8118.37,7746.94425919263
Al Hebiah Fourth,ARIMA,Train,2024-01-01,8525.695,7900.69163149513
Al Hebiah Fourth,ARIMA,Train,2024-02-01,8804.11,8370.117692065929
Al Hebiah Fourth,ARIMA,Train,2024-03-01,15004.02,8697.769715979957
Al Hebiah Fourth,ARIMA,Train,2024-04-01,14871.72,12635.971617913157
Al Hebiah Fourth,ARIMA,Train,2024-05-01,10487.065,14922.251830454004
Al Hebiah Fourth,ARIMA,Train,2024-06-01,14544.93,12161.778855323544
Al Hebiah Fourth,ARIMA,Train,2024-07-01,11197.37,12995.033203437337
Al Hebiah Fourth,ARIMA,Train,2024-08-01,13774.595000000001,12475.966631554107
Al Hebiah Fourth,ARIMA,Train,2024-09-01,9664.58,12790.226921830515
Al Hebiah Fourth,ARIMA,Train,2024-10-01,10232.935000000001,11234.395428143742
Al Hebiah Fourth,ARIMA,Train,2024-11-01,9027.99,10015.85247167282
Al Hebiah Fourth,ARIMA,Train,2024-12-01,9547.07,9488.217335195774
Al Hebiah Fourth,ARIMA,Test,2025-01-01,8745.215,9348.808000362322
Al Hebiah Fourth,ARIMA,Test,2025-02-01,9173.045,9424.533939524552
Al Hebiah Fourth,ARIMA,Test,2025-03-01,13433.224999999999,9395.61050552065
Al Hebiah Fourth,ARIMA,Test,2025-04-01,10103.87,9406.657777351586
Al Hebiah Fourth,ARIMA,Test,2025-05-01,10422.33,9402.43828478061
Al Hebiah Fourth,ARIMA,Test,2025-06-01,12974.98,9404.049915039102
Al Hebiah Fourth,ARIMA,Test,2025-07-01,10931.105,9403.434354744495
Al Hebiah Fourth,ARIMA,Test,2025-08-01,13001.08,9403.669467279955
Al Hebiah Fourth,SARIMA,Train,2022-09-01,6080.91,6080.91
Al Hebiah Fourth,SARIMA,Train,2022-10-01,6191.87,4034.188558466082
Al Hebiah Fourth,SARIMA,Train,2022-11-01,6302.05,6252.972285478827
Al Hebiah Fourth,SARIMA,Train,2022-12-01,6432.67,6258.772113288474
Al Hebiah Fourth,SARIMA,Train,2023-01-01,6258.44,6387.20096175257
Al Hebiah Fourth,SARIMA,Train,2023-02-01,6826.46,6324.29560581337
Al Hebiah Fourth,SARIMA,Train,2023-03-01,6216.01,6615.915139932901
Al Hebiah Fourth,SARIMA,Train,2023-04-01,6410.135,6449.333026691324
Al Hebiah Fourth,SARIMA,Train,2023-05-01,6896.69,6327.544853356867
Al Hebiah Fourth,SARIMA,Train,2023-06-01,7265.69,6723.35339399848
Al Hebiah Fourth,SARIMA,Train,2023-07-01,7969.545,7139.817138492044
Al Hebiah Fourth,SARIMA,Train,2023-08-01,7574.12,7719.117363461948
Al Hebiah Fourth,SARIMA,Train,2023-09-01,7686.55,13149.047418258462
Al Hebiah Fourth,SARIMA,Train,2023-10-01,8068.13,9751.737832574712
Al Hebiah Fourth,SARIMA,Train,2023-11-01,7548.455,8065.931773393386
Al Hebiah Fourth,SARIMA,Train,2023-12-01,8118.37,7940.629903256635
Al Hebiah Fourth,SARIMA,Train,2024-01-01,8525.695,7761.717440480548
Al Hebiah Fourth,SARIMA,Train,2024-02-01,8804.11,8852.2172556566
Al Hebiah Fourth,SARIMA,Train,2024-03-01,15004.02,8313.921977371996
Al Hebiah Fourth,SARIMA,Train,2024-04-01,14871.72,12370.060677508542
Al Hebiah Fourth,SARIMA,Train,2024-05-01,10487.065,15493.826927500053
Al Hebiah Fourth,SARIMA,Train,2024-06-01,14544.93,12878.893842023568
Al Hebiah Fourth,SARIMA,Train,2024-07-01,11197.37,13716.939212950938
Al Hebiah Fourth,SARIMA,Train,2024-08-01,13774.595000000001,12484.344057525115
Al Hebiah Fourth,SARIMA,Train,2024-09-01,9664.58,12652.596150239604
Al Hebiah Fourth,SARIMA,Train,2024-10-01,10232.935000000001,11799.581332658254
Al Hebiah Fourth,SARIMA,Train,2024-11-01,9027.99,9635.69942327082
Al Hebiah Fourth,SARIMA,Train,2024-12-01,9547.07,9882.471651935246
Al Hebiah Fourth,SARIMA,Test,2025-01-01,8745.215,9975.50484830961
Al Hebiah Fourth,SARIMA,Test,2025-02-01,9173.045,10245.153728595738
Al Hebiah Fourth,SARIMA,Test,2025-03-01,13433.224999999999,16448.703965783185
Al Hebiah Fourth,SARIMA,Test,2025-04-01,10103.87,16314.892313283173
Al Hebiah Fourth,SARIMA,Test,2025-05-01,10422.33,11930.865045258626
Al Hebiah Fourth,SARIMA,Test,2025-06-01,12974.98,15988.469371966978
Al Hebiah Fourth,SARIMA,Test,2025-07-01,10931.105,12641.017619702694
Al Hebiah Fourth,SARIMA,Test,2025-08-01,13001.08,15218.197668521796
Al Hebiah Fourth,Prophet,Train,2022-09-01,6080.91,5204.661323330212
Al Hebiah Fourth,Prophet,Train,2022-10-01,6191.87,5431.581531095368
Al Hebiah Fourth,Prophet,Train,2022-11-01,6302.05,4936.960922052142
Al Hebiah Fourth,Prophet,Train,2022-12-01,6432.67,5362.113175715262
Al Hebiah Fourth,Prophet,Train,2023-01-01,6258.44,6794.406570294372
Al Hebiah Fourth,Prophet,Train,2023-02-01,6826.46,5243.4609277864765
Al Hebiah Fourth,Prophet,Train,2023-03-01,6216.01,7463.347357379828
Al Hebiah Fourth,Prophet,Train,2023-04-01,6410.135,8091.397463082737
Al Hebiah Fourth,Prophet,Train,2023-05-01,6896.69,8735.290496723346
Al Hebiah Fourth,Prophet,Train,2023-06-01,7265.69,8936.613411053582
Al Hebiah Fourth,Prophet,Train,2023-07-01,7969.545,9199.353878239297
Al Hebiah Fourth,Prophet,Train,2023-08-01,7574.12,8182.293186775844
Al Hebiah Fourth,Prophet,Train,2023-09-01,7686.55,8281.15422152532
Al Hebiah Fourth,Prophet,Train,2023-10-01,8068.13,8104.270801399536
Al Hebiah Fourth,Prophet,Train,2023-11-01,7548.455,7747.002820191579
Al Hebiah Fourth,Prophet,Train,2023-12-01,8118.37,8205.405341016707
Al Hebiah Fourth,Prophet,Train,2024-01-01,8525.695,7976.695847142935
Al Hebiah Fourth,Prophet,Train,2024-02-01,8804.11,10365.467445748247
Al Hebiah Fourth,Prophet,Train,2024-03-01,15004.02,13747.671575980812
Al Hebiah Fourth,Prophet,Train,2024-04-01,14871.72,13180.719385743821
Al Hebiah Fourth,Prophet,Train,2024-05-01,10487.065,8653.504197082084
Al Hebiah Fourth,Prophet,Train,2024-06-01,14544.93,12880.493979743398
Al Hebiah Fourth,Prophet,Train,2024-07-01,11197.37,9985.639524391541
Al Hebiah Fourth,Prophet,Train,2024-08-01,13774.595000000001,13183.16383595508
Al Hebiah Fourth,Prophet,Train,2024-09-01,9664.58,9962.209720010324
Al Hebiah Fourth,Prophet,Train,2024-10-01,10232.935000000001,10967.308113084153
Al Hebiah Fourth,Prophet,Train,2024-11-01,9027.99,10200.119298880203
Al Hebiah Fourth,Prophet,Train,2024-12-01,9547.07,10525.233483486352
Al Hebiah Fourth,Prophet,Test,2025-01-01,8745.215,15397.752101841756
Al Hebiah Fourth,Prophet,Test,2025-02-01,9173.045,5917.29759789723
Al Hebiah Fourth,Prophet,Test,2025-03-01,13433.224999999999,15315.935433322731
Al Hebiah Fourth,Prophet,Test,2025-04-01,10103.87,15095.18446027641
Al Hebiah Fourth,Prophet,Test,2025-05-01,10422.33,12299.820118905376
Al Hebiah Fourth,Prophet,Test,2025-06-01,12974.98,15198.075183912832
Al Hebiah Fourth,Prophet,Test,2025-07-01,10931.105,13359.113024416438
Al Hebiah Fourth,Prophet,Test,2025-08-01,13001.08,15149.958828158038
Al Khairan First,ARIMA,Train,2022-09-01,20750.51,20750.51
Al Khairan First,ARIMA,Train,2022-10-01,18225.55,18853.437758146196
Al Khairan First,ARIMA,Train,2022-11-01,18041.26,18325.70628349789
Al Khairan First,ARIMA,Train,2022-12-01,20650.855,18087.13110877714
Al Khairan First,ARIMA,Train,2023-01-01,21676.47,20237.300345456068
Al Khairan First,ARIMA,Train,2023-02-01,20824.09,21444.315638188702
Al Khairan First,ARIMA,Train,2023-03-01,21804.65,20924.139437741014
Al Khairan First,ARIMA,Train,2023-04-01,22132.835,21662.61364791574
Al Khairan First,ARIMA,Train,2023-05-01,20977.475,22056.982956431686
Al Khairan First,ARIMA,Train,2023-06-01,21877.09,21151.611891446813
Al Khairan First,ARIMA,Train,2023-07-01,22757.7,21760.062143110674
Al Khairan First,ARIMA,Train,2023-08-01,22613.739999999998,22596.76968526417
Al Khairan First,ARIMA,Train,2023-09-01,22748.02,22611.002495531073
Al Khairan First,ARIMA,Train,2023-10-01,20935.940000000002,22725.917520662202
Al Khairan First,ARIMA,Train,2023-11-01,21670.9,21224.683699711255
Al Khairan First,ARIMA,Train,2023-12-01,21321.58,21598.920243869223
Al Khairan First,ARIMA,Train,2024-01-01,22323.995000000003,21366.318130601772
Al Khairan First,ARIMA,Train,2024-02-01,23829.375,22169.51084631318
Al Khairan First,ARIMA,Train,2024-03-01,23377.95,23561.62006385068
Al Khairan First,ARIMA,Train,2024-04-01,23604.34,23407.57806691719
Al Khairan First,ARIMA,Train,2024-05-01,23450.21,23572.60006591432
Al Khairan First,ARIMA,Train,2024-06-01,25430.9,23469.95290740083
Al Khairan First,ARIMA,Train,2024-07-01,26215.355,25114.5769669344
Al Khairan First,ARIMA,Train,2024-08-01,27659.644999999997,26037.787003665246
Al Khairan First,ARIMA,Train,2024-09-01,27073.945,27398.020888600695
Al Khairan First,ARIMA,Train,2024-10-01,25412.69,27126.222120791528
Al Khairan First,ARIMA,Train,2024-11-01,23657.58,25689.102188656074
Al Khairan First,ARIMA,Train,2024-12-01,24547.795,23985.287597456896
Al Khairan First,ARIMA,Test,2025-01-01,23575.64,24457.05616856195
Al Khairan First,ARIMA,Test,2025-02-01,24097.550000000003,24457.05616856195
Al Khairan First,ARIMA,Test,2025-03-01,23218.745000000003,24457.05616856195
Al Khairan First,ARIMA,Test,2025-04-01,23928.29,24457.05616856195
Al Khairan First,ARIMA,Test,2025-05-01,25759.495000000003,24457.05616856195
Al Khairan First,ARIMA,Test,2025-06-01,26160.11,24457.05616856195
Al Khairan First,ARIMA,Test,2025-07-01,25324.14,24457.05616856195
Al Khairan First,ARIMA,Test,2025-08-01,24796.425,24457.05616856195
Al Khairan First,SARIMA,Train,2022-09-01,20750.51,20750.51
Al Khairan First,SARIMA,Train,2022-10-01,18225.55,20750.51
Al Khairan First,SARIMA,Train,2022-11-01,18041.26,18225.55
Al Khairan First,SARIMA,Train,2022-12-01,20650.855,18041.26
Al Khairan First,SARIMA,Train,2023-01-01,21676.47,20650.855
Al Khairan First,SARIMA,Train,2023-02-01,20824.09,21676.47
Al Khairan First,SARIMA,Train,2023-03-01,21804.65,20824.09
Al Khairan First,SARIMA,Train,2023-04-01,22132.835,21804.65
Al Khairan First,SARIMA,Train,2023-05-01,20977.475,22132.835
Al Khairan First,SARIMA,Train,2023-06-01,21877.09,20977.475
Al Khairan First,SARIMA,Train,2023-07-01,22757.7,21877.09
Al Khairan First,SARIMA,Train,2023-08-01,22613.739999999998,22757.7
Al Khairan First,SARIMA,Train,2023-09-01,22748.02,38224.517354163996
Al Khairan First,SARIMA,Train,2023-10-01,20935.940000000002,20223.060000000005
Al Khairan First,SARIMA,Train,2023-11-01,21670.9,20751.65
Al Khairan First,SARIMA,Train,2023-12-01,21321.58,24280.495000000003
Al Khairan First,SARIMA,Train,2024-01-01,22323.995000000003,22347.195000000003
Al Khairan First,SARIMA,Train,2024-02-01,23829.375,21471.615
Al Khairan First,SARIMA,Train,2024-03-01,23377.95,24809.935
Al Khairan First,SARIMA,Train,2024-04-01,23604.34,23706.135
Al Khairan First,SARIMA,Train,2024-05-01,23450.21,22448.98
Al Khairan First,SARIMA,Train,2024-06-01,25430.9,24349.825
Al Khairan First,SARIMA,Train,2024-07-01,26215.355,26311.510000000002
Al Khairan First,SARIMA,Train,2024-08-01,27659.644999999997,26071.394999999997
Al Khairan First,SARIMA,Train,2024-09-01,27073.945,27793.925
Al Khairan First,SARIMA,Train,2024-10-01,25412.69,25261.865
Al Khairan First,SARIMA,Train,2024-11-01,23657.58,26147.649999999998
Al Khairan First,SARIMA,Train,2024-12-01,24547.795,23308.260000000002
Al Khairan First,SARIMA,Test,2025-01-01,23575.64,25550.21
Al Khairan First,SARIMA,Test,2025-02-01,24097.550000000003,27055.589999999997
Al Khairan First,SARIMA,Test,2025-03-01,23218.745000000003,26604.164999999997
Al Khairan First,SARIMA,Test,2025-04-01,23928.29,26830.554999999997
Al Khairan First,SARIMA,Test,2025-05-01,25759.495000000003,26676.424999999996
Al Khairan First,SARIMA,Test,2025-06-01,26160.11,28657.114999999998
Al Khairan First,SARIMA,Test,2025-07-01,25324.14,29441.569999999996
Al Khairan First,SARIMA,Test,2025-08-01,24796.425,30885.859999999993
Al Khairan First,Prophet,Train,2022-09-01,20750.51,20795.660005659873
Al Khairan First,Prophet,Train,2022-10-01,18225.55,18722.3275011208
Al Khairan First,Prophet,Train,2022-11-01,18041.26,18559.13029131187
Al Khairan First,Prophet,Train,2022-12-01,20650.855,19504.572846186227
Al Khairan First,Prophet,Train,2023-01-01,21676.47,21641.366575438846
Al Khairan First,Prophet,Train,2023-02-01,20824.09,21068.33821518041
Al Khairan First,Prophet,Train,2023-03-01,21804.65,21652.20732044217
Al Khairan First,Prophet,Train,2023-04-01,22132.835,21957.88566814946
Al Khairan First,Prophet,Train,2023-05-01,20977.475,20817.496070808236
Al Khairan First,Prophet,Train,2023-06-01,21877.09,21769.96757330838
Al Khairan First,Prophet,Train,2023-07-01,22757.7,22723.42058216281
Al Khairan First,Prophet,Train,2023-08-01,22613.739999999998,22655.500298525876
Al Khairan First,Prophet,Train,2023-09-01,22748.02,22823.96033737046
Al Khairan First,Prophet,Train,2023-10-01,20935.940000000002,20747.27429572768
Al Khairan First,Prophet,Train,2023-11-01,21670.9,21471.047371259516
Al Khairan First,Prophet,Train,2023-12-01,21321.58,22182.272346379894
Al Khairan First,Prophet,Train,2024-01-01,22323.995000000003,22360.92590791521
Al Khairan First,Prophet,Train,2024-02-01,23829.375,23587.806678952995
Al Khairan First,Prophet,Train,2024-03-01,23377.95,23530.968816581848
Al Khairan First,Prophet,Train,2024-04-01,23604.34,23779.631173648533
Al Khairan First,Prophet,Train,2024-05-01,23450.21,23608.89032913513
Al Khairan First,Prophet,Train,2024-06-01,25430.9,25536.535372680213
Al Khairan First,Prophet,Train,2024-07-01,26215.355,26247.671732838007
Al Khairan First,Prophet,Train,2024-08-01,27659.644999999997,27616.275760937267
Al Khairan First,Prophet,Train,2024-09-01,27073.945,26951.445979051627
Al Khairan First,Prophet,Train,2024-10-01,25412.69,25104.294824457953
Al Khairan First,Prophet,Train,2024-11-01,23657.58,23339.572481408537
Al Khairan First,Prophet,Train,2024-12-01,24547.795,24835.564778293723
Al Khairan First,Prophet,Test,2025-01-01,23575.64,31567.147082258907
Al Khairan First,Prophet,Test,2025-02-01,24097.550000000003,28115.506183080295
Al Khairan First,Prophet,Test,2025-03-01,23218.745000000003,28309.670337910076
Al Khairan First,Prophet,Test,2025-04-01,23928.29,28657.387573859593
Al Khairan First,Prophet,Test,2025-05-01,25759.495000000003,28238.276937491144
Al Khairan First,Prophet,Test,2025-06-01,26160.11,29907.272139728513
Al Khairan First,Prophet,Test,2025-07-01,25324.14,30764.19907531328
Al Khairan First,Prophet,Test,2025-08-01,24796.425,31716.806473766967
Al Merkadh,ARIMA,Train,2022-09-01,16655.85,16655.85
Al Merkadh,ARIMA,Train,2022-10-01,19105.515,16615.641827212297
Al Merkadh,ARIMA,Train,2022-11-01,20660.58,18319.892932511986
Al Merkadh,ARIMA,Train,2022-12-01,20416.1,19470.04477126874
Al Merkadh,ARIMA,Train,2023-01-01,19566.0,19562.213235239888
Al Merkadh,ARIMA,Train,2023-02-01,18998.26,19240.40691749277
Al Merkadh,ARIMA,Train,2023-03-01,19375.14,18989.902178235916
Al Merkadh,ARIMA,Train,2023-04-01,18064.190000000002,19182.401558487505
Al Merkadh,ARIMA,Train,2023-05-01,18998.26,18554.15435941465
Al Merkadh,ARIMA,Train,2023-06-01,17042.010000000002,18955.919900384775
Al Merkadh,ARIMA,Train,2023-07-01,19644.2,18022.501465688852
Al Merkadh,ARIMA,Train,2023-08-01,19913.2,19161.08937066698
Al Merkadh,ARIMA,Train,2023-09-01,19945.49,19329.67317238223
Al Merkadh,ARIMA,Train,2023-10-01,18844.96,19393.786512100418
Al Merkadh,ARIMA,Train,2023-11-01,19091.879999999997,18932.003778867245
Al Merkadh,ARIMA,Train,2023-12-01,21021.56,19037.876690780093
Al Merkadh,ARIMA,Train,2024-01-01,19315.81,19918.52073133477
Al Merkadh,ARIMA,Train,2024-02-01,18282.07,19227.699120130645
Al Merkadh,ARIMA,Train,2024-03-01,17648.51,18768.38879548393
Al Merkadh,ARIMA,Train,2024-04-01,17785.305,18450.24312455937
Al Merkadh,ARIMA,Train,2024-05-01,19240.66,18456.684305004586
Al Merkadh,ARIMA,Train,2024-06-01,19080.71,19060.552183208853
Al Merkadh,ARIMA,Train,2024-07-01,20080.32,19001.063183051083
Al Merkadh,ARIMA,Train,2024-08-01,19610.730000000003,19449.679281269266
Al Merkadh,ARIMA,Train,2024-09-01,21567.96,19281.7782760748
Al Merkadh,ARIMA,Train,2024-10-01,20488.1,20167.95468574017
Al Merkadh,ARIMA,Train,2024-11-01,19095.975,19778.43705820171
Al Merkadh,ARIMA,Train,2024-12-01,20954.23,19208.24374686575
Al Merkadh,ARIMA,Test,2025-01-01,19765.86,20019.798258819195
Al Merkadh,ARIMA,Test,2025-02-01,19905.21,19665.390965762475
Al Merkadh,ARIMA,Test,2025-03-01,20186.89,19530.858530420046
Al Merkadh,ARIMA,Test,2025-04-01,21706.59,19479.67595080055
Al Merkadh,ARIMA,Test,2025-05-01,20823.69,19460.089520485657
Al Merkadh,ARIMA,Test,2025-06-01,20386.46,19452.480516977877
Al Merkadh,ARIMA,Test,2025-07-01,20309.48,19449.411902448
Al Merkadh,ARIMA,Test,2025-08-01,20633.92,19448.06445501851
Al Merkadh,SARIMA,Train,2022-09-01,16655.85,16655.85
Al Merkadh,SARIMA,Train,2022-10-01,19105.515,18860.420112115135
Al Merkadh,SARIMA,Train,2022-11-01,20660.58,19732.609725222435
Al Merkadh,SARIMA,Train,2022-12-01,20416.1,20987.96280957333
Al Merkadh,SARIMA,Train,2023-01-01,19566.0,20403.49640037636
Al Merkadh,SARIMA,Train,2023-02-01,18998.26,19416.986823795636
Al Merkadh,SARIMA,Train,2023-03-01,19375.14,18885.234253864324
Al Merkadh,SARIMA,Train,2023-04-01,18064.190000000002,19427.24452304034
Al Merkadh,SARIMA,Train,2023-05-01,18998.26,17829.845045593618
Al Merkadh,SARIMA,Train,2023-06-01,17042.010000000002,19096.011661762077
Al Merkadh,SARIMA,Train,2023-07-01,19644.2,16548.76576986598
Al Merkadh,SARIMA,Train,2023-08-01,19913.2,19436.731017766284
Al Merkadh,SARIMA,Train,2023-09-01,19945.49,30106.165429658882
Al Merkadh,SARIMA,Train,2023-10-01,18844.96,19695.83313342218
Al Merkadh,SARIMA,Train,2023-11-01,19091.879999999997,19293.876699460725
Al Merkadh,SARIMA,Train,2023-12-01,21021.56,18625.973053592104
Al Merkadh,SARIMA,Train,2024-01-01,19315.81,20900.827501632113
Al Merkadh,SARIMA,Train,2024-02-01,18282.07,18602.170099260955
Al Merkadh,SARIMA,Train,2024-03-01,17648.51,18466.785182616935
Al Merkadh,SARIMA,Train,2024-04-01,17785.305,16317.072432071684
Al Merkadh,SARIMA,Train,2024-05-01,19240.66,18905.080818253682
Al Merkadh,SARIMA,Train,2024-06-01,19080.71,17763.666494772224
Al Merkadh,SARIMA,Train,2024-07-01,20080.32,21591.526423808053
Al Merkadh,SARIMA,Train,2024-08-01,19610.730000000003,20117.146821980925
Al Merkadh,SARIMA,Train,2024-09-01,21567.96,21929.05323068576
